Region,Constituency,Option,Votes,Seats
Andalucía,Granada,FEI-FE 2000,196,0
Andalucía,Granada,NA,383,0
Andalucía,Granada,A,443,0
Andalucía,Huelva,Abstención,124018,0
Andalucía,Huelva,Votos en blanco,2858,0
Andalucía,Huelva,Votos nulos,1891,0
Andalucía,Huelva,PP,98575,2
Andalucía,Huelva,PSOE-PROGR.,115071,3
Andalucía,Huelva,IU,15729,0
Andalucía,Huelva,PA,11613,0
Andalucía,Huelva,UC-CDS,119,0
Andalucía,Huelva,PH,175,0
Andalucía,Huelva,PLN,128,0
Andalucía,Huelva,FE,97,0
Andalucía,Huelva,ES2000,138,0
Andalucía,Huelva,PADE,97,0
Andalucía,Huelva,IA,446,0
Andalucía,Huelva,FEI-FE 2000,76,0
Andalucía,Huelva,NA,189,0
Andalucía,Huelva,A,141,0
Andalucía,Jaén,Abstención,122188,0
Andalucía,Jaén,Votos en blanco,4033,0
Andalucía,Jaén,Votos nulos,2676,0
Andalucía,Jaén,PP,161285,3
Andalucía,Jaén,PSOE-PROGR.,190958,3
Andalucía,Jaén,IU,28450,0
Andalucía,Jaén,PA,13038,0
Andalucía,Jaén,UC-CDS,146,0
Andalucía,Jaén,PH,186,0
Andalucía,Jaén,PLN,168,0
Andalucía,Jaén,FE,196,0
Andalucía,Jaén,PCPE,349,0
Andalucía,Jaén,ES2000,102,0
Andalucía,Jaén,PADE,102,0
Andalucía,Jaén,IA,437,0
Andalucía,Jaén,FEI-FE 2000,99,0
Andalucía,Jaén,NA,250,0
Andalucía,Jaén,A,150,0
Andalucía,Málaga,Abstención,351930,0
Andalucía,Málaga,Votos en blanco,9250,0
Andalucía,Málaga,Votos nulos,4814,0
Andalucía,Málaga,PP,282229,5
Andalucía,Málaga,PSOE-PROGR.,253630,4
Andalucía,Málaga,IU,52723,1
Andalucía,Málaga,PA,33566,0
Andalucía,Málaga,GIL,10570,0
Andalucía,Málaga,UC-CDS,441,0
Andalucía,Málaga,PH,780,0
Andalucía,Málaga,PLN,482,0
Andalucía,Málaga,FE,479,0
Andalucía,Málaga,PCPE,1292,0
Andalucía,Málaga,ES2000,243,0
Andalucía,Málaga,PADE,300,0
Andalucía,Málaga,IA,1599,0
Andalucía,Málaga,NA,721,0
Andalucía,Málaga,A,666,0
Andalucía,Málaga,UN,314,0
Andalucía,Sevilla,Abstención,424070,0
Andalucía,Sevilla,Votos en blanco,16727,0
Andalucía,Sevilla,Votos nulos,6012,0
Andalucía,Sevilla,PP,339879,5
Andalucía,Sevilla,PSOE-PROGR.,476277,7
Andalucía,Sevilla,IU,80455,1
Andalucía,Sevilla,PA,49342,0
Andalucía,Sevilla,GIL,871,0
Andalucía,Sevilla,UC-CDS,364,0
Andalucía,Sevilla,PH,607,0
Andalucía,Sevilla,PLN,489,0
Andalucía,Sevilla,FE,939,0
Andalucía,Sevilla,PCPE,762,0
Andalucía,Sevilla,POSI,921,0
Andalucía,Sevilla,ES2000,283,0
Andalucía,Sevilla,PADE,240,0
Andalucía,Sevilla,IA,1431,0
Andalucía,Sevilla,FEI-FE 2000,238,0
Andalucía,Sevilla,NA,511,0
Andalucía,Sevilla,AR,303,0
Andalucía,Sevilla,A,368,0
Andalucía,Sevilla,VDPA,493,0
Aragón,Huesca,Abstención,52282,0
Aragón,Huesca,Votos en blanco,2142,0
Aragón,Huesca,Votos nulos,1055,0
Aragón,Huesca,PP,56610,2
Aragón,Huesca,PSOE-PROGR.,46490,1
Aragón,Huesca,IU,3898,0
Aragón,Huesca,CHA,6926,0
Aragón,Huesca,PAR,8207,0
Aragón,Huesca,LV-GV,819,0
Aragón,Huesca,PH,71,0
Aragón,Huesca,PLN,86,0
Aragón,Huesca,EC,63,0
Aragón,Huesca,INAR,137,0
Aragón,Teruel,Abstención,32927,0
Aragón,Teruel,Votos en blanco,1193,0
Aragón,Teruel,Votos nulos,1211,0
Aragón,Teruel,PP,40383,2
Aragón,Teruel,PSOE-PROGR.,28488,1
Aragón,Teruel,IU,2438,0
Aragón,Teruel,CHA,2831,0
Aragón,Teruel,PAR,8294,0
Aragón,Teruel,LV-GV,317,0
Aragón,Teruel,PH,51,0
Aragón,Teruel,PLN,36,0
Aragón,Teruel,FE,81,0
Aragón,Teruel,ES2000,32,0
Aragón,Teruel,PADE,25,0
Aragón,Teruel,EC,18,0
Aragón,Teruel,INAR,65,0
Aragón,Zaragoza,Abstención,206576,0
Aragón,Zaragoza,Votos en blanco,7138,0
Aragón,Zaragoza,Votos nulos,2934,0
Aragón,Zaragoza,PP,244403,4
Aragón,Zaragoza,PSOE-PROGR.,149672,2
Aragón,Zaragoza,IU,19059,0
Aragón,Zaragoza,CHA,65599,1
Aragón,Zaragoza,PAR,22382,0
Aragón,Zaragoza,UC-CDS,194,0
Aragón,Zaragoza,LV-GV,2638,0
Aragón,Zaragoza,PH,226,0
Aragón,Zaragoza,PLN,161,0
Aragón,Zaragoza,FE,293,0
Aragón,Zaragoza,ES2000,173,0
Aragón,Zaragoza,PADE,93,0
Aragón,Zaragoza,FEI-FE 2000,192,0
Aragón,Zaragoza,EC,81,0
Aragón,Zaragoza,INAR,855,0
Principado de Asturias,Asturias,Abstención,323951,0
Principado de Asturias,Asturias,Votos en blanco,10985,0
Principado de Asturias,Asturias,Votos nulos,4319,0
Principado de Asturias,Asturias,PP,302626,5
Principado de Asturias,Asturias,PSOE-PROGR.,241830,3
Principado de Asturias,Asturias,IU,67024,1
Principado de Asturias,Asturias,VERDES,4874,0
Principado de Asturias,Asturias,UC-CDS,658,0
Principado de Asturias,Asturias,PH,329,0
Principado de Asturias,Asturias,PLN,280,0
Principado de Asturias,Asturias,FE,295,0
Principado de Asturias,Asturias,URAS,13360,0
Principado de Asturias,Asturias,ES2000,607,0
Principado de Asturias,Asturias,PADE,160,0
Principado de Asturias,Asturias,FEI-FE 2000,173,0
Principado de Asturias,Asturias,PAS,5876,0
Principado de Asturias,Asturias,AU.TO.NO.MO,1036,0
Principado de Asturias,Asturias,AA,2036,0
Principado de Asturias,Asturias,BIA,1085,0
Illes Balears,Illes Balears,Abstención,251450,0
Illes Balears,Illes Balears,Votos en blanco,5943,0
Illes Balears,Illes Balears,Votos nulos,2661,0
Illes Balears,Illes Balears,PP,214348,5
Illes Balears,Illes Balears,PSOE-PROGR.,116515,2
Illes Balears,Illes Balears,IU,15928,0
Illes Balears,Illes Balears,ERC,1340,0
Illes Balears,Illes Balears,VERDES,9556,0
Illes Balears,Illes Balears,UC-CDS,341,0
Illes Balears,Illes Balears,PSM-EN,23482,0
Illes Balears,Illes Balears,FE,220,0
Illes Balears,Illes Balears,POSI,423,0
Illes Balears,Illes Balears,ES2000,221,0
Illes Balears,Illes Balears,UM-INME,8372,0
Illes Balears,Illes Balears,FEI-FE 2000,182,0
Illes Balears,Illes Balears,EC,169,0
Illes Balears,Illes Balears,UPB,524,0
Illes Balears,Illes Balears,PRIB,334,0
Canarias,Las Palmas,Abstención,275834,0
Canarias,Las Palmas,Votos en blanco,3969,0
Canarias,Las Palmas,Votos nulos,3390,0
Canarias,Las Palmas,PP,210774,4
Canarias,Las Palmas,PSOE-PROGR.,80695,1
Canarias,Las Palmas,IU,10941,0
Canarias,Las Palmas,CC,113075,2
Canarias,Las Palmas,VERDES,4982,0
Canarias,Las Palmas,UC-CDS,437,0
Canarias,Las Palmas,PH,630,0
Canarias,Las Palmas,PLN,301,0
Canarias,Las Palmas,FE,478,0
Canarias,Las Palmas,PCPE,752,0
Canarias,Las Palmas,PIL,10323,0
Canarias,Las Palmas,UP-CAN,980,0
Canarias,Las Palmas,TPC,319,0
Canarias,Santa Cruz de Tenerife,Abstención,272228,0
Canarias,Santa Cruz de Tenerife,Votos en blanco,3264,0
Canarias,Santa Cruz de Tenerife,Votos nulos,2144,0
Canarias,Santa Cruz de Tenerife,PP,140336,3
Canarias,Santa Cruz de Tenerife,PSOE-PROGR.,105668,2
Canarias,Santa Cruz de Tenerife,IU,9273,0
Canarias,Santa Cruz de Tenerife,CC,135186,2
Canarias,Santa Cruz de Tenerife,VERDES,5320,0
Canarias,Santa Cruz de Tenerife,UC-CDS,623,0
Canarias,Santa Cruz de Tenerife,PH,501,0
Canarias,Santa Cruz de Tenerife,FE,331,0
Canarias,Santa Cruz de Tenerife,PCPE,656,0
Cantabria,Cantabria,Abstención,132099,0
Cantabria,Cantabria,Votos en blanco,8726,0
Cantabria,Cantabria,Votos nulos,3240,0
Cantabria,Cantabria,PP,189442,3
Cantabria,Cantabria,PSOE-PROGR.,111556,2
Cantabria,Cantabria,IU,16714,0
Cantabria,Cantabria,GIL,1343,0
Cantabria,Cantabria,UC-CDS,743,0
Cantabria,Cantabria,PH,353,0
Cantabria,Cantabria,PLN,598,0
Cantabria,Cantabria,FE,293,0
Cantabria,Cantabria,PCPE,536,0
Cantabria,Cantabria,POSI,328,0
Cantabria,Cantabria,ES2000,183,0
Cantabria,Cantabria,PADE,156,0
Cantabria,Cantabria,FEI-FE 2000,194,0
Cantabria,Cantabria,CNC,2103,0
Castilla - La Mancha,Albacete,Abstención,72052,0
Castilla - La Mancha,Albacete,Votos en blanco,3484,0
Castilla - La Mancha,Albacete,Votos nulos,1514,0
Castilla - La Mancha,Albacete,PP,113406,2
Castilla - La Mancha,Albacete,PSOE-PROGR.,91270,2
Castilla - La Mancha,Albacete,IU,11062,0
Castilla - La Mancha,Albacete,GIL,535,0
Castilla - La Mancha,Albacete,UC-CDS,248,0
Castilla - La Mancha,Albacete,PH,307,0
Castilla - La Mancha,Albacete,TC-PNC,250,0
Castilla - La Mancha,Albacete,PLN,474,0
Castilla - La Mancha,Albacete,FE,207,0
Castilla - La Mancha,Albacete,ES2000,175,0
Castilla - La Mancha,Albacete,PADE,121,0
Castilla - La Mancha,Ciudad Real,Abstención,99297,0
Castilla - La Mancha,Ciudad Real,Votos en blanco,3655,0
Castilla - La Mancha,Ciudad Real,Votos nulos,2323,0
Castilla - La Mancha,Ciudad Real,PP,150842,3
Castilla - La Mancha,Ciudad Real,PSOE-PROGR.,124180,2
Castilla - La Mancha,Ciudad Real,IU,10843,0
Castilla - La Mancha,Ciudad Real,UC-CDS,384,0
Castilla - La Mancha,Ciudad Real,PH,339,0
Castilla - La Mancha,Ciudad Real,TC-PNC,459,0
Castilla - La Mancha,Ciudad Real,PLN,552,0
Castilla - La Mancha,Ciudad Real,FE,241,0
Castilla - La Mancha,Ciudad Real,ES2000,184,0
Castilla - La Mancha,Ciudad Real,PADE,120,0
Castilla - La Mancha,Cuenca,Abstención,35773,0
Castilla - La Mancha,Cuenca,Votos en blanco,1670,0
Castilla - La Mancha,Cuenca,Votos nulos,1127,0
Castilla - La Mancha,Cuenca,PP,69688,2
Castilla - La Mancha,Cuenca,PSOE-PROGR.,53762,1
Castilla - La Mancha,Cuenca,IU,3823,0
Castilla - La Mancha,Cuenca,UC-CDS,303,0
Castilla - La Mancha,Cuenca,LV-GV,605,0
Castilla - La Mancha,Cuenca,TC-PNC,292,0
Castilla - La Mancha,Cuenca,PLN,64,0
Castilla - La Mancha,Cuenca,FE,114,0
Castilla - La Mancha,Cuenca,ES2000,33,0
Castilla - La Mancha,Cuenca,PADE,67,0
Castilla - La Mancha,Cuenca,AR,61,0
Castilla - La Mancha,Cuenca,EL-PAPI,100,0
Castilla - La Mancha,Cuenca,PC,39,0
Castilla - La Mancha,Guadalajara,Abstención,33739,0
Castilla - La Mancha,Guadalajara,Votos en blanco,1895,0
Castilla - La Mancha,Guadalajara,Votos nulos,1002,0
Castilla - La Mancha,Guadalajara,PP,55895,2
Castilla - La Mancha,Guadalajara,PSOE-PROGR.,37060,1
Castilla - La Mancha,Guadalajara,IU,6000,0
Castilla - La Mancha,Guadalajara,GIL,645,0
Castilla - La Mancha,Guadalajara,UC-CDS,119,0
Castilla - La Mancha,Guadalajara,PH,128,0
Castilla - La Mancha,Guadalajara,TC-PNC,244,0
Castilla - La Mancha,Guadalajara,PLN,187,0
Castilla - La Mancha,Guadalajara,FE,114,0
Castilla - La Mancha,Guadalajara,ES2000,31,0
Castilla - La Mancha,Guadalajara,PADE,41,0
Castilla - La Mancha,Guadalajara,PC,14,0
Castilla - La Mancha,Guadalajara,PRGU,400,0
Castilla - La Mancha,Toledo,Abstención,95797,0
Castilla - La Mancha,Toledo,Votos en blanco,3624,0
Castilla - La Mancha,Toledo,Votos nulos,2699,0
Castilla - La Mancha,Toledo,PP,173372,3
Castilla - La Mancha,Toledo,PSOE-PROGR.,132358,2
Castilla - La Mancha,Toledo,IU,15018,0
Castilla - La Mancha,Toledo,GIL,1518,0
Castilla - La Mancha,Toledo,UC-CDS,318,0
Castilla - La Mancha,Toledo,PH,488,0
Castilla - La Mancha,Toledo,TC-PNC,367,0
Castilla - La Mancha,Toledo,PLN,459,0
Castilla - La Mancha,Toledo,FE,199,0
Castilla - La Mancha,Toledo,ES2000,166,0
Castilla - La Mancha,Toledo,PADE,224,0
Castilla - La Mancha,Toledo,FEI-FE 2000,130,0
Castilla - La Mancha,Toledo,EL-PAPI,277,0
Castilla - La Mancha,Toledo,PC,44,0
Castilla - La Mancha,Toledo,PAE,268,0
Castilla y León,Ávila,Abstención,36759,0
Castilla y León,Ávila,Votos en blanco,1842,0
Castilla y León,Ávila,Votos nulos,1213,0
Castilla y León,Ávila,PP,70058,2
Castilla y León,Ávila,PSOE-PROGR.,28596,1
Castilla y León,Ávila,IU,5117,0
Castilla y León,Ávila,UC-CDS,327,0
Castilla y León,Ávila,PH,132,0
Castilla y León,Ávila,TC-PNC,372,0
Castilla y León,Ávila,PLN,210,0
Castilla y León,Ávila,FE,193,0
Castilla y León,Ávila,ES2000,62,0
Castilla y León,Ávila,PADE,107,0
Castilla y León,Ávila,URCL,262,0
Castilla y León,Burgos,Abstención,80121,0
Castilla y León,Burgos,Votos en blanco,5704,0
Castilla y León,Burgos,Votos nulos,1449,0
Castilla y León,Burgos,PP,129501,3
Castilla y León,Burgos,PSOE-PROGR.,64358,1
Castilla y León,Burgos,IU,10153,0
Castilla y León,Burgos,UC-CDS,318,0
Castilla y León,Burgos,PH,252,0
Castilla y León,Burgos,TC-PNC,9862,0
Castilla y León,Burgos,PLN,521,0
Castilla y León,Burgos,FE,143,0
Castilla y León,Burgos,ES2000,139,0
Castilla y León,Burgos,PADE,355,0
Castilla y León,Burgos,FEI-FE 2000,113,0
Castilla y León,Burgos,URCL,464,0
Castilla y León,León,Abstención,137064,0
Castilla y León,León,Votos en blanco,4206,0
Castilla y León,León,Votos nulos,1924,0
Castilla y León,León,PP,152268,3
Castilla y León,León,PSOE-PROGR.,99804,2
Castilla y León,León,IU,11316,0
Castilla y León,León,UPL,41690,0
Castilla y León,León,UC-CDS,293,0
Castilla y León,León,PH,216,0
Castilla y León,León,TC-PNC,129,0
Castilla y León,León,PLN,277,0
Castilla y León,León,FE,239,0
Castilla y León,León,PCPE,224,0
Castilla y León,León,PADE,151,0
Castilla y León,León,PREPAL,330,0
Castilla y León,León,PB,1191,0
Castilla y León,Palencia,Abstención,38142,0
Castilla y León,Palencia,Votos en blanco,2251,0
Castilla y León,Palencia,Votos nulos,963,0
Castilla y León,Palencia,PP,64185,2
Castilla y León,Palencia,PSOE-PROGR.,41368,1
Castilla y León,Palencia,IU,4910,0
Castilla y León,Palencia,UC-CDS,225,0
Castilla y León,Palencia,PH,113,0
Castilla y León,Palencia,TC-PNC,1080,0
Castilla y León,Palencia,PLN,257,0
Castilla y León,Palencia,FE,78,0
Castilla y León,Palencia,PCPE,161,0
Castilla y León,Palencia,ES2000,64,0
Castilla y León,Palencia,PADE,59,0
Castilla y León,Palencia,FEI-FE 2000,100,0
Castilla y León,Palencia,URCL,556,0
Castilla y León,Palencia,CIVES,206,0
Castilla y León,Salamanca,Abstención,90892,0
Castilla y León,Salamanca,Votos en blanco,4613,0
Castilla y León,Salamanca,Votos nulos,1779,0
Castilla y León,Salamanca,PP,130360,3
Castilla y León,Salamanca,PSOE-PROGR.,72769,1
Castilla y León,Salamanca,IU,8195,0
Castilla y León,Salamanca,UC-CDS,386,0
Castilla y León,Salamanca,PH,275,0
Castilla y León,Salamanca,TC-PNC,260,0
Castilla y León,Salamanca,PLN,309,0
Castilla y León,Salamanca,FE,167,0
Castilla y León,Salamanca,ES2000,97,0
Castilla y León,Salamanca,PADE,118,0
Castilla y León,Salamanca,FEI-FE 2000,106,0
Castilla y León,Salamanca,URCL,2917,0
Castilla y León,Salamanca,PREPAL,760,0
Castilla y León,Salamanca,USI,1416,0
Castilla y León,Segovia,Abstención,30850,0
Castilla y León,Segovia,Votos en blanco,2223,0
Castilla y León,Segovia,Votos nulos,1050,0
Castilla y León,Segovia,PP,54367,2
Castilla y León,Segovia,PSOE-PROGR.,29178,1
Castilla y León,Segovia,IU,4898,0
Castilla y León,Segovia,UC-CDS,1407,0
Castilla y León,Segovia,LV-GV,1143,0
Castilla y León,Segovia,PH,75,0
Castilla y León,Segovia,TC-PNC,613,0
Castilla y León,Segovia,PLN,87,0
Castilla y León,Segovia,FE,128,0
Castilla y León,Segovia,ES2000,55,0
Castilla y León,Segovia,PADE,145,0
Castilla y León,Segovia,URCL,236,0
Castilla y León,Segovia,PC,29,0
Castilla y León,Soria,Abstención,24411,0
Castilla y León,Soria,Votos en blanco,1527,0
Castilla y León,Soria,Votos nulos,588,0
Castilla y León,Soria,PP,31883,2
Castilla y León,Soria,PSOE-PROGR.,17436,1
Castilla y León,Soria,IU,2363,0
Castilla y León,Soria,UC-CDS,709,0
Castilla y León,Soria,TC-PNC,237,0
Castilla y León,Soria,PLN,112,0
Castilla y León,Soria,FE,53,0
Castilla y León,Soria,ES2000,40,0
Castilla y León,Soria,PADE,57,0
Castilla y León,Soria,URCL,109,0
Castilla y León,Valladolid,Abstención,105363,0
Castilla y León,Valladolid,Votos en blanco,7117,0
Castilla y León,Valladolid,Votos nulos,2160,0
Castilla y León,Valladolid,PP,168780,3
Castilla y León,Valladolid,PSOE-PROGR.,111588,2
Castilla y León,Valladolid,IU,19246,0
Castilla y León,Valladolid,UC-CDS,559,0
Castilla y León,Valladolid,PH,529,0
Castilla y León,Valladolid,TC-PNC,2685,0
Castilla y León,Valladolid,PLN,641,0
Castilla y León,Valladolid,FE,197,0
Castilla y León,Valladolid,PCPE,491,0
Castilla y León,Valladolid,ES2000,183,0
Castilla y León,Valladolid,PADE,164,0
Castilla y León,Valladolid,FEI-FE 2000,238,0
Castilla y León,Valladolid,URCL,908,0
Castilla y León,Valladolid,PCL,4184,0
Castilla y León,Valladolid,PC,90,0
Castilla y León,Zamora,Abstención,56107,0
Castilla y León,Zamora,Votos en blanco,2196,0
Castilla y León,Zamora,Votos nulos,1323,0
Castilla y León,Zamora,PP,75268,2
Castilla y León,Zamora,PSOE-PROGR.,41498,1
Castilla y León,Zamora,IU,3637,0
Castilla y León,Zamora,UC-CDS,1129,0
Castilla y León,Zamora,TC-PNC,176,0
Castilla y León,Zamora,PLN,204,0
Castilla y León,Zamora,FE,150,0
Castilla y León,Zamora,ES2000,71,0
Castilla y León,Zamora,URCL,231,0
Castilla y León,Zamora,UPZ,2347,0
Castilla y León,Zamora,PREPAL,1028,0
Cataluña,Barcelona,Abstención,1460589,0
Cataluña,Barcelona,Votos en blanco,36486,0
Cataluña,Barcelona,Votos nulos,10920,0
Cataluña,Barcelona,PP,602777,8
Cataluña,Barcelona,PSOE-PROGR.,909601,12
Cataluña,Barcelona,IU,64111,0
Cataluña,Barcelona,CIU,673558,9
Cataluña,Barcelona,ERC,131114,1
Cataluña,Barcelona,IC-V,103778,1
Cataluña,Barcelona,GIL,2547,0
Cataluña,Barcelona,UC-CDS,1450,0
Cataluña,Barcelona,LV-GV,14922,0
Cataluña,Barcelona,PH,1333,0
Cataluña,Barcelona,PLN,1048,0
Cataluña,Barcelona,FE,826,0
Cataluña,Barcelona,POSI,3501,0
Cataluña,Barcelona,EV-AV,7685,0
Cataluña,Barcelona,ES2000,613,0
Cataluña,Barcelona,PADE,430,0
Cataluña,Barcelona,FEI-FE 2000,826,0
Cataluña,Barcelona,EC,1538,0
Cataluña,Barcelona,LI (LIT-CI),518,0
Cataluña,Barcelona,IR-PRE,1275,0
Cataluña,Barcelona,PNCA,861,0
Cataluña,Barcelona,N,710,0
Cataluña,Girona,Abstención,160240,0
Cataluña,Girona,Votos en blanco,4007,0
Cataluña,Girona,Votos nulos,2001,0
Cataluña,Girona,PP,46992,1
Cataluña,Girona,PSOE-PROGR.,83741,2
Cataluña,Girona,IU,4644,0
Cataluña,Girona,CIU,121116,2
Cataluña,Girona,ERC,25534,0
Cataluña,Girona,IC-V,5346,0
Cataluña,Girona,UC-CDS,161,0
Cataluña,Girona,PH,178,0
Cataluña,Girona,PLN,144,0
Cataluña,Girona,FE,188,0
Cataluña,Girona,POSI,541,0
Cataluña,Girona,EV-AV,1790,0
Cataluña,Girona,ES2000,85,0
Cataluña,Girona,PADE,60,0
Cataluña,Girona,EC,334,0
Cataluña,Girona,LI (LIT-CI),108,0
Cataluña,Girona,PNCA,78,0
Cataluña,Lleida,Abstención,111115,0
Cataluña,Lleida,Votos en blanco,2897,0
Cataluña,Lleida,Votos nulos,1561,0
Cataluña,Lleida,PP,42081,1
Cataluña,Lleida,PSOE-PROGR.,55374,1
Cataluña,Lleida,IU,1931,0
Cataluña,Lleida,CIU,78131,2
Cataluña,Lleida,ERC,14367,0
Cataluña,Lleida,IC-V,3581,0
Cataluña,Lleida,UC-CDS,149,0
Cataluña,Lleida,PH,142,0
Cataluña,Lleida,PLN,115,0
Cataluña,Lleida,FE,139,0
Cataluña,Lleida,POSI,356,0
Cataluña,Lleida,EV-AV,864,0
Cataluña,Lleida,ES2000,61,0
Cataluña,Lleida,PADE,42,0
Cataluña,Lleida,EC,198,0
Cataluña,Lleida,LI (LIT-CI),64,0
Cataluña,Lleida,PNCA,71,0
Cataluña,Tarragona,Abstención,173393,0
Cataluña,Tarragona,Votos en blanco,4136,0
Cataluña,Tarragona,Votos nulos,2374,0
Cataluña,Tarragona,PP,76468,2
Cataluña,Tarragona,PSOE-PROGR.,101817,2
Cataluña,Tarragona,IU,4405,0
Cataluña,Tarragona,CIU,97616,2
Cataluña,Tarragona,ERC,19277,0
Cataluña,Tarragona,IC-V,6585,0
Cataluña,Tarragona,GIL,455,0
Cataluña,Tarragona,UC-CDS,220,0
Cataluña,Tarragona,PH,167,0
Cataluña,Tarragona,PLN,167,0
Cataluña,Tarragona,FE,218,0
Cataluña,Tarragona,POSI,353,0
Cataluña,Tarragona,EV-AV,1240,0
Cataluña,Tarragona,ES2000,96,0
Cataluña,Tarragona,PADE,74,0
Cataluña,Tarragona,EC,251,0
Cataluña,Tarragona,LI (LIT-CI),126,0
Cataluña,Tarragona,IR-PRE,266,0
Cataluña,Tarragona,PNCA,132,0
Cataluña,Tarragona,PDEP,85,0
Extremadura,Badajoz,Abstención,132492,0
Extremadura,Badajoz,Votos en blanco,4810,0
Extremadura,Badajoz,Votos nulos,3179,0
Extremadura,Badajoz,PP,187273,3
Extremadura,Badajoz,PSOE-PROGR.,178396,3
Extremadura,Badajoz,IU,21402,0
Extremadura,Badajoz,VERDES,1874,0
Extremadura,Badajoz,UC-CDS,308,0
Extremadura,Badajoz,PH,198,0
Extremadura,Badajoz,PLN,157,0
Extremadura,Badajoz,FE,238,0
Extremadura,Badajoz,ES2000,110,0
Extremadura,Badajoz,PADE,86,0
Extremadura,Badajoz,FEI-FE 2000,137,0
Extremadura,Badajoz,EU,1723,0
Extremadura,Badajoz,PREX-CREX,723,0
Extremadura,Badajoz,SIEX,994,0
Extremadura,Cáceres,Abstención,83407,0
Extremadura,Cáceres,Votos en blanco,2795,0
Extremadura,Cáceres,Votos nulos,2066,0
Extremadura,Cáceres,PP,123577,3
Extremadura,Cáceres,PSOE-PROGR.,115435,2
Extremadura,Cáceres,IU,9463,0
Extremadura,Cáceres,VERDES,1543,0
Extremadura,Cáceres,UC-CDS,217,0
Extremadura,Cáceres,PLN,169,0
Extremadura,Cáceres,FE,223,0
Extremadura,Cáceres,ES2000,81,0
Extremadura,Cáceres,PADE,102,0
Extremadura,Cáceres,EU,3048,0
Extremadura,Cáceres,PREX-CREX,1648,0
Extremadura,Cáceres,SIEX,418,0
Galicia,A Coruña,Abstención,373924,0
Galicia,A Coruña,Votos en blanco,9741,0
Galicia,A Coruña,Votos nulos,4654,0
Galicia,A Coruña,PP,340434,5
Galicia,A Coruña,PSOE-PROGR.,162273,2
Galicia,A Coruña,IU,9321,0
Galicia,A Coruña,BNG,126287,2
Galicia,A Coruña,UC-CDS,619,0
Galicia,A Coruña,PH,746,0
Galicia,A Coruña,PLN,531,0
Galicia,A Coruña,FE,379,0
Galicia,A Coruña,ES2000,319,0
Galicia,A Coruña,PADE,320,0
Galicia,A Coruña,AU.TO.NO.MO,1676,0
Galicia,A Coruña,DG,1347,0
