Region,Constituency,Option,Votes,Seats
Aragón,Huesca,PST,624,0
Aragón,Huesca,UCE,300,0
Aragón,Huesca,PCE (M-L),242,0
Aragón,Huesca,PSA,2116,0
Aragón,Teruel,Abstención,24055,0
Aragón,Teruel,Votos en blanco,627,0
Aragón,Teruel,Votos nulos,1767,0
Aragón,Teruel,PSOE,38834,2
Aragón,Teruel,AP-PDP,31779,1
Aragón,Teruel,UCD,15570,0
Aragón,Teruel,PCE,1124,0
Aragón,Teruel,CDS,4472,0
Aragón,Teruel,FN,975,0
Aragón,Teruel,PST,399,0
Aragón,Teruel,UCE,148,0
Aragón,Teruel,PCE (M-L),125,0
Aragón,Teruel,MFE,99,0
Aragón,Teruel,PSA,626,0
Aragón,Zaragoza,Abstención,103680,0
Aragón,Zaragoza,Votos en blanco,3276,0
Aragón,Zaragoza,Votos nulos,15448,0
Aragón,Zaragoza,PSOE,255402,5
Aragón,Zaragoza,AP-PDP,156800,3
Aragón,Zaragoza,UCD,34044,0
Aragón,Zaragoza,PCE,16492,0
Aragón,Zaragoza,CDS,19918,0
Aragón,Zaragoza,FN,2654,0
Aragón,Zaragoza,PST,2952,0
Aragón,Zaragoza,SE,667,0
Aragón,Zaragoza,UCE,497,0
Aragón,Zaragoza,PCE (M-L),469,0
Aragón,Zaragoza,CUC,665,0
Aragón,Zaragoza,PSA,4119,0
Aragón,Zaragoza,LC (COSI),47,0
Principado de Asturias,Asturias,Abstención,191271,0
Principado de Asturias,Asturias,Votos en blanco,2799,0
Principado de Asturias,Asturias,Votos nulos,11332,0
Principado de Asturias,Asturias,PSOE,339575,6
Principado de Asturias,Asturias,AP-PDP,181965,3
Principado de Asturias,Asturias,UCD,31763,0
Principado de Asturias,Asturias,PCE,53017,1
Principado de Asturias,Asturias,CDS,28048,0
Principado de Asturias,Asturias,FN,2056,0
Principado de Asturias,Asturias,PST,3570,0
Principado de Asturias,Asturias,SE,897,0
Principado de Asturias,Asturias,PCOE,1713,0
Principado de Asturias,Asturias,UCE,712,0
Principado de Asturias,Asturias,PCE (M-L),567,0
Principado de Asturias,Asturias,CUC,1223,0
Principado de Asturias,Asturias,LC (COSI),448,0
Principado de Asturias,Asturias,PADL,2493,0
Principado de Asturias,Asturias,FA,532,0
Illes Balears,Illes Balears,Abstención,94579,0
Illes Balears,Illes Balears,Votos en blanco,2148,0
Illes Balears,Illes Balears,Votos nulos,15791,0
Illes Balears,Illes Balears,PSOE,144232,3
Illes Balears,Illes Balears,AP-PDP,134444,3
Illes Balears,Illes Balears,UCD,37148,0
Illes Balears,Illes Balears,PCE,5962,0
Illes Balears,Illes Balears,CDS,18722,0
Illes Balears,Illes Balears,FN,879,0
Illes Balears,Illes Balears,PST,1716,0
Illes Balears,Illes Balears,SE,509,0
Illes Balears,Illes Balears,PCOE,1178,0
Illes Balears,Illes Balears,UCE,518,0
Illes Balears,Illes Balears,PCE (M-L),450,0
Illes Balears,Illes Balears,PSM,8633,0
Canarias,Las Palmas,Abstención,104707,0
Canarias,Las Palmas,Votos en blanco,1748,0
Canarias,Las Palmas,Votos nulos,11574,0
Canarias,Las Palmas,PSOE,109366,3
Canarias,Las Palmas,AP-PDP,97701,2
Canarias,Las Palmas,UCD,45905,1
Canarias,Las Palmas,CDS,19705,0
Canarias,Las Palmas,FN,758,0
Canarias,Las Palmas,PST,1746,0
Canarias,Las Palmas,UPC,16241,0
Canarias,Las Palmas,SE,574,0
Canarias,Las Palmas,CC,25792,0
Canarias,Las Palmas,UCE,602,0
Canarias,Las Palmas,PCE (M-L),625,0
Canarias,Las Palmas,AC-CC,12625,0
Canarias,Las Palmas,LC (COSI),417,0
Canarias,Las Palmas,PNC,1051,0
Canarias,Las Palmas,LCR-MC,443,0
Canarias,Santa Cruz de Tenerife,Abstención,107936,0
Canarias,Santa Cruz de Tenerife,Votos en blanco,1446,0
Canarias,Santa Cruz de Tenerife,Votos nulos,7901,0
Canarias,Santa Cruz de Tenerife,PSOE,130249,4
Canarias,Santa Cruz de Tenerife,AP-PDP,78174,2
Canarias,Santa Cruz de Tenerife,UCD,61436,1
Canarias,Santa Cruz de Tenerife,CDS,12587,0
Canarias,Santa Cruz de Tenerife,FN,1315,0
Canarias,Santa Cruz de Tenerife,PST,3469,0
Canarias,Santa Cruz de Tenerife,UPC,18772,0
Canarias,Santa Cruz de Tenerife,UCE,85,0
Canarias,Santa Cruz de Tenerife,PCE (M-L),799,0
Canarias,Santa Cruz de Tenerife,AC-CC,6132,0
Canarias,Santa Cruz de Tenerife,LC (COSI),632,0
Canarias,Santa Cruz de Tenerife,PNC,2206,0
Canarias,Santa Cruz de Tenerife,ASDC,1131,0
Cantabria,Cantabria,Abstención,65297,0
Cantabria,Cantabria,Votos en blanco,1768,0
Cantabria,Cantabria,Votos nulos,9250,0
Cantabria,Cantabria,PSOE,135987,3
Cantabria,Cantabria,AP-PDP,117567,2
Cantabria,Cantabria,UCD,16265,0
Cantabria,Cantabria,PCE,9265,0
Cantabria,Cantabria,CDS,15281,0
Cantabria,Cantabria,FN,1716,0
Cantabria,Cantabria,PST,1760,0
Cantabria,Cantabria,SE,642,0
Cantabria,Cantabria,UCE,421,0
Cantabria,Cantabria,CUC,404,0
Cantabria,Cantabria,MFE,827,0
Cantabria,Cantabria,LC (COSI),262,0
Castilla - La Mancha,Albacete,Abstención,43163,0
Castilla - La Mancha,Albacete,Votos en blanco,861,0
Castilla - La Mancha,Albacete,Votos nulos,4110,0
Castilla - La Mancha,Albacete,PSOE,103328,3
Castilla - La Mancha,Albacete,AP-PDP,55666,1
Castilla - La Mancha,Albacete,UCD,16755,0
Castilla - La Mancha,Albacete,PCE,8874,0
Castilla - La Mancha,Albacete,CDS,3846,0
Castilla - La Mancha,Albacete,FN,1388,0
Castilla - La Mancha,Albacete,PST,855,0
Castilla - La Mancha,Albacete,SE,457,0
Castilla - La Mancha,Albacete,UCE,129,0
Castilla - La Mancha,Albacete,PCE (M-L),149,0
Castilla - La Mancha,Albacete,CUC,193,0
Castilla - La Mancha,Albacete,MFE,141,0
Castilla - La Mancha,Albacete,FE-JONS,240,0
Castilla - La Mancha,Ciudad Real,Abstención,56683,0
Castilla - La Mancha,Ciudad Real,Votos en blanco,1062,0
Castilla - La Mancha,Ciudad Real,Votos nulos,5152,0
Castilla - La Mancha,Ciudad Real,PSOE,151168,3
Castilla - La Mancha,Ciudad Real,AP-PDP,79037,2
Castilla - La Mancha,Ciudad Real,UCD,29443,0
Castilla - La Mancha,Ciudad Real,PCE,7627,0
Castilla - La Mancha,Ciudad Real,CDS,5543,0
Castilla - La Mancha,Ciudad Real,FN,3222,0
Castilla - La Mancha,Ciudad Real,PST,1182,0
Castilla - La Mancha,Ciudad Real,SE,236,0
Castilla - La Mancha,Ciudad Real,PCOE,402,0
Castilla - La Mancha,Ciudad Real,UCE,140,0
Castilla - La Mancha,Ciudad Real,LC (COSI),149,0
Castilla - La Mancha,Ciudad Real,FE-JONS,809,0
Castilla - La Mancha,Ciudad Real,LCR-MC,154,0
Castilla - La Mancha,Cuenca,Abstención,27456,0
Castilla - La Mancha,Cuenca,Votos en blanco,717,0
Castilla - La Mancha,Cuenca,Votos nulos,2397,0
Castilla - La Mancha,Cuenca,PSOE,59676,2
Castilla - La Mancha,Cuenca,AP-PDP,42274,2
Castilla - La Mancha,Cuenca,UCD,20119,0
Castilla - La Mancha,Cuenca,PCE,4257,0
Castilla - La Mancha,Cuenca,CDS,2399,0
Castilla - La Mancha,Cuenca,FN,2868,0
Castilla - La Mancha,Cuenca,SE,325,0
Castilla - La Mancha,Cuenca,UCE,143,0
Castilla - La Mancha,Guadalajara,Abstención,16942,0
Castilla - La Mancha,Guadalajara,Votos en blanco,693,0
Castilla - La Mancha,Guadalajara,Votos nulos,1564,0
Castilla - La Mancha,Guadalajara,PSOE,34212,2
Castilla - La Mancha,Guadalajara,AP-PDP,33748,1
Castilla - La Mancha,Guadalajara,UCD,12049,0
Castilla - La Mancha,Guadalajara,PCE,3392,0
Castilla - La Mancha,Guadalajara,CDS,2919,0
Castilla - La Mancha,Guadalajara,FN,805,0
Castilla - La Mancha,Guadalajara,PST,971,0
Castilla - La Mancha,Guadalajara,SE,136,0
Castilla - La Mancha,Guadalajara,UCE,99,0
Castilla - La Mancha,Guadalajara,PCE (M-L),56,0
Castilla - La Mancha,Guadalajara,MFE,66,0
Castilla - La Mancha,Guadalajara,LC (COSI),99,0
Castilla - La Mancha,Guadalajara,FE-JONS,365,0
Castilla - La Mancha,Toledo,Abstención,46427,0
Castilla - La Mancha,Toledo,Votos en blanco,997,0
Castilla - La Mancha,Toledo,Votos nulos,7035,0
Castilla - La Mancha,Toledo,PSOE,138169,3
Castilla - La Mancha,Toledo,AP-PDP,98244,2
Castilla - La Mancha,Toledo,UCD,28433,0
Castilla - La Mancha,Toledo,PCE,12849,0
Castilla - La Mancha,Toledo,CDS,5331,0
Castilla - La Mancha,Toledo,FN,6488,0
Castilla - La Mancha,Toledo,PST,1059,0
Castilla - La Mancha,Toledo,SE,283,0
Castilla - La Mancha,Toledo,PCOE,559,0
Castilla - La Mancha,Toledo,UCE,197,0
Castilla - La Mancha,Toledo,PCE (M-L),204,0
Castilla - La Mancha,Toledo,CUC,157,0
Castilla - La Mancha,Toledo,MFE,332,0
Castilla y León,Ávila,Abstención,24639,0
Castilla y León,Ávila,Votos en blanco,557,0
Castilla y León,Ávila,Votos nulos,2384,0
Castilla y León,Ávila,PSOE,34142,1
Castilla y León,Ávila,AP-PDP,37193,1
Castilla y León,Ávila,UCD,11218,0
Castilla y León,Ávila,PCE,1947,0
Castilla y León,Ávila,CDS,25000,1
Castilla y León,Ávila,FN,414,0
Castilla y León,Ávila,PST,581,0
Castilla y León,Ávila,UCE,127,0
Castilla y León,Ávila,PCE (M-L),300,0
Castilla y León,Ávila,CUC,153,0
Castilla y León,Burgos,Abstención,56832,0
Castilla y León,Burgos,Votos en blanco,1667,0
Castilla y León,Burgos,Votos nulos,4965,0
Castilla y León,Burgos,PSOE,79626,2
Castilla y León,Burgos,AP-PDP,90969,2
Castilla y León,Burgos,UCD,20609,0
Castilla y León,Burgos,PCE,3737,0
Castilla y León,Burgos,CDS,10404,0
Castilla y León,Burgos,FN,919,0
Castilla y León,Burgos,PST,1724,0
Castilla y León,Burgos,SE,630,0
Castilla y León,Burgos,UCE,660,0
Castilla y León,Burgos,PCE (M-L),366,0
Castilla y León,Burgos,CUC,360,0
Castilla y León,Burgos,FE-JONS,46,0
Castilla y León,Burgos,LCR-MC,97,0
Castilla y León,León,Abstención,91253,0
Castilla y León,León,Votos en blanco,1899,0
Castilla y León,León,Votos nulos,8484,0
Castilla y León,León,PSOE,133206,3
Castilla y León,León,AP-PDP,94506,2
Castilla y León,León,UCD,46170,1
Castilla y León,León,PCE,5856,0
Castilla y León,León,CDS,8052,0
Castilla y León,León,FN,1106,0
Castilla y León,León,PST,1276,0
Castilla y León,León,UCE,565,0
Castilla y León,León,PCE (M-L),445,0
Castilla y León,León,CUC,616,0
Castilla y León,León,MFE,295,0
Castilla y León,León,LC (COSI),313,0
Castilla y León,León,PREPAL,1912,0
Castilla y León,León,LCR-MC,62,0
Castilla y León,León,PDB,1454,0
Castilla y León,Palencia,Abstención,22767,0
Castilla y León,Palencia,Votos en blanco,678,0
Castilla y León,Palencia,Votos nulos,2248,0
Castilla y León,Palencia,PSOE,49756,2
Castilla y León,Palencia,AP-PDP,44965,1
Castilla y León,Palencia,UCD,12330,0
Castilla y León,Palencia,PCE,2679,0
Castilla y León,Palencia,CDS,4516,0
Castilla y León,Palencia,FN,707,0
Castilla y León,Palencia,UCE,250,0
Castilla y León,Salamanca,Abstención,52756,0
Castilla y León,Salamanca,Votos en blanco,1599,0
Castilla y León,Salamanca,Votos nulos,5977,0
Castilla y León,Salamanca,PSOE,100534,3
Castilla y León,Salamanca,AP-PDP,64972,1
Castilla y León,Salamanca,UCD,29951,0
Castilla y León,Salamanca,PCE,2616,0
Castilla y León,Salamanca,CDS,8338,0
Castilla y León,Salamanca,FN,362,0
Castilla y León,Salamanca,SE,306,0
Castilla y León,Salamanca,UCE,342,0
Castilla y León,Salamanca,PCE (M-L),269,0
Castilla y León,Salamanca,CUC,192,0
Castilla y León,Salamanca,MFE,253,0
Castilla y León,Salamanca,AEBA,8748,0
Castilla y León,Segovia,Abstención,17582,0
Castilla y León,Segovia,Votos en blanco,919,0
Castilla y León,Segovia,Votos nulos,2115,0
Castilla y León,Segovia,PSOE,34375,1
Castilla y León,Segovia,AP-PDP,35483,2
Castilla y León,Segovia,UCD,9680,0
Castilla y León,Segovia,PCE,1348,0
Castilla y León,Segovia,CDS,6967,0
Castilla y León,Segovia,FN,413,0
Castilla y León,Segovia,PST,1074,0
Castilla y León,Segovia,UCE,142,0
Castilla y León,Segovia,CUC,112,0
Castilla y León,Segovia,LC (COSI),122,0
Castilla y León,Segovia,PRE,1984,0
Castilla y León,Soria,Abstención,15413,0
Castilla y León,Soria,Votos en blanco,769,0
Castilla y León,Soria,Votos nulos,2228,0
Castilla y León,Soria,PSOE,21639,1
Castilla y León,Soria,AP-PDP,22820,1
Castilla y León,Soria,UCD,11453,1
Castilla y León,Soria,PCE,715,0
Castilla y León,Soria,CDS,2881,0
Castilla y León,Soria,FN,405,0
Castilla y León,Soria,PST,278,0
Castilla y León,Soria,UCE,168,0
Castilla y León,Soria,MFE,102,0
Castilla y León,Valladolid,Abstención,53325,0
Castilla y León,Valladolid,Votos en blanco,2150,0
Castilla y León,Valladolid,Votos nulos,8521,0
Castilla y León,Valladolid,PSOE,144409,3
Castilla y León,Valladolid,AP-PDP,88057,2
Castilla y León,Valladolid,UCD,20704,0
Castilla y León,Valladolid,PCE,9622,0
Castilla y León,Valladolid,CDS,11786,0
Castilla y León,Valladolid,FN,2229,0
Castilla y León,Valladolid,PST,1555,0
Castilla y León,Valladolid,UCE,453,0
Castilla y León,Valladolid,PCE (M-L),360,0
Castilla y León,Zamora,Abstención,40997,0
Castilla y León,Zamora,Votos en blanco,1368,0
Castilla y León,Zamora,Votos nulos,6715,0
Castilla y León,Zamora,PSOE,47804,2
Castilla y León,Zamora,AP-PDP,47504,1
Castilla y León,Zamora,UCD,24725,1
Castilla y León,Zamora,PCE,1368,0
Castilla y León,Zamora,CDS,5880,0
Castilla y León,Zamora,FN,1001,0
Castilla y León,Zamora,PST,731,0
Castilla y León,Zamora,SE,266,0
Castilla y León,Zamora,UCE,354,0
Castilla y León,Zamora,PREPAL,1322,0
Castilla y León,Zamora,LCR-MC,155,0
Cataluña,Barcelona,Abstención,615322,0
Cataluña,Barcelona,Votos en blanco,10818,0
Cataluña,Barcelona,Votos nulos,33875,0
Cataluña,Barcelona,PSOE,1292672,18
Cataluña,Barcelona,AP-PDP,385967,5
Cataluña,Barcelona,UCD,40222,0
Cataluña,Barcelona,PCE,131314,1
Cataluña,Barcelona,CIU,560555,8
Cataluña,Barcelona,CDS,49772,0
Cataluña,Barcelona,ERC,99852,1
Cataluña,Barcelona,FN,8724,0
Cataluña,Barcelona,PST,15462,0
Cataluña,Barcelona,PSA-PA,6687,0
Cataluña,Barcelona,PCC,41371,0
Cataluña,Barcelona,NE,24382,0
Cataluña,Barcelona,SE,2391,0
Cataluña,Barcelona,PCOE,2699,0
Cataluña,Barcelona,UCE,1689,0
Cataluña,Barcelona,PCE (M-L),2011,0
Cataluña,Barcelona,CE-FCC,3937,0
Cataluña,Barcelona,CC,1889,0
Cataluña,Girona,Abstención,66625,0
Cataluña,Girona,Votos en blanco,962,0
Cataluña,Girona,Votos nulos,4987,0
Cataluña,Girona,PSOE,91228,2
Cataluña,Girona,AP-PDP,35178,1
Cataluña,Girona,UCD,5994,0
Cataluña,Girona,PCE,8431,0
Cataluña,Girona,CIU,96306,2
Cataluña,Girona,CDS,5328,0
Cataluña,Girona,ERC,15157,0
Cataluña,Girona,FN,1377,0
Cataluña,Girona,PST,1596,0
Cataluña,Girona,PCC,1569,0
Cataluña,Girona,NE,2589,0
Cataluña,Girona,UCE,204,0
Cataluña,Girona,PCE (M-L),330,0
Cataluña,Girona,LC (COSI),161,0
Cataluña,Girona,CE-FCC,224,0
Cataluña,Girona,CC,478,0
Cataluña,Lleida,Abstención,64802,0
Cataluña,Lleida,Votos en blanco,833,0
Cataluña,Lleida,Votos nulos,2412,0
Cataluña,Lleida,PSOE,70821,2
Cataluña,Lleida,AP-PDP,31832,1
Cataluña,Lleida,UCD,11484,0
Cataluña,Lleida,PCE,5495,0
Cataluña,Lleida,CIU,56188,1
Cataluña,Lleida,CDS,6286,0
Cataluña,Lleida,ERC,11748,0
Cataluña,Lleida,FN,743,0
Cataluña,Lleida,PST,1273,0
Cataluña,Lleida,PCC,1960,0
Cataluña,Lleida,NE,1630,0
Cataluña,Lleida,UCE,216,0
Cataluña,Lleida,PCE (M-L),227,0
Cataluña,Lleida,CE-FCC,255,0
Cataluña,Tarragona,Abstención,79593,0
Cataluña,Tarragona,Votos en blanco,1115,0
Cataluña,Tarragona,Votos nulos,5547,0
Cataluña,Tarragona,PSOE,120880,3
Cataluña,Tarragona,AP-PDP,51098,1
Cataluña,Tarragona,UCD,12535,0
Cataluña,Tarragona,PCE,13313,0
Cataluña,Tarragona,CIU,59677,1
Cataluña,Tarragona,CDS,7009,0
Cataluña,Tarragona,ERC,11361,0
Cataluña,Tarragona,FN,1281,0
Cataluña,Tarragona,PST,1779,0
Cataluña,Tarragona,PSA-PA,719,0
Cataluña,Tarragona,PCC,2349,0
Cataluña,Tarragona,NE,2042,0
Cataluña,Tarragona,SE,311,0
Cataluña,Tarragona,PCOE,444,0
Cataluña,Tarragona,UCE,209,0
Cataluña,Tarragona,PCE (M-L),183,0
Cataluña,Tarragona,MFE,171,0
Cataluña,Tarragona,CE-FCC,484,0
Cataluña,Tarragona,CC,229,0
Extremadura,Badajoz,Abstención,88571,0
Extremadura,Badajoz,Votos en blanco,1530,0
Extremadura,Badajoz,Votos nulos,6288,0
Extremadura,Badajoz,PSOE,209144,5
Extremadura,Badajoz,AP-PDP,85296,2
Extremadura,Badajoz,UCD,30647,0
Extremadura,Badajoz,PCE,15368,0
Extremadura,Badajoz,CDS,5288,0
Extremadura,Badajoz,FN,895,0
Extremadura,Badajoz,PST,1310,0
Extremadura,Badajoz,SE,683,0
Extremadura,Badajoz,EU,14160,0
Extremadura,Badajoz,UCE,225,0
Extremadura,Badajoz,CUC,611,0
Extremadura,Badajoz,FE-JONS,40,0
Extremadura,Cáceres,Abstención,64736,0
Extremadura,Cáceres,Votos en blanco,764,0
Extremadura,Cáceres,Votos nulos,5068,0
Extremadura,Cáceres,PSOE,123902,4
Extremadura,Cáceres,AP-PDP,57736,1
Extremadura,Cáceres,UCD,29832,0
Extremadura,Cáceres,PCE,3831,0
Extremadura,Cáceres,CDS,4528,0
Extremadura,Cáceres,FN,785,0
Extremadura,Cáceres,PST,1595,0
Extremadura,Cáceres,EU,11988,0
Extremadura,Cáceres,UCE,263,0
Extremadura,Cáceres,CUC,258,0
Extremadura,Cáceres,MFE,212,0
Extremadura,Cáceres,FE-JONS,4,0
Extremadura,Cáceres,LCR-MC,2,0
Extremadura,Cáceres,PP,168,0
Galicia,A Coruña,Abstención,281442,0
Galicia,A Coruña,Votos en blanco,2708,0
Galicia,A Coruña,Votos nulos,9281,0
Galicia,A Coruña,PSOE,196359,4
Galicia,A Coruña,AP-PDP,180619,4
Galicia,A Coruña,UCD,66689,1
Galicia,A Coruña,PCE,9113,0
Galicia,A Coruña,CDS,14146,0
Galicia,A Coruña,FN,1216,0
Galicia,A Coruña,PST,5912,0
Galicia,A Coruña,B-PSG,16469,0
Galicia,A Coruña,SE,1036,0
Galicia,A Coruña,PCOE,1653,0
Galicia,A Coruña,UCE,980,0
Galicia,A Coruña,PCE (M-L),740,0
Galicia,A Coruña,EG,8350,0
Galicia,A Coruña,AEGI,5512,0
Galicia,A Coruña,IDG,2236,0
Galicia,Lugo,Abstención,125320,0
Galicia,Lugo,Votos en blanco,1196,0
Galicia,Lugo,Votos nulos,3057,0
Galicia,Lugo,PSOE,53263,1
Galicia,Lugo,AP-PDP,88462,3
Galicia,Lugo,UCD,34567,1
Galicia,Lugo,PCE,1391,0
Galicia,Lugo,CDS,3876,0
Galicia,Lugo,PST,1026,0
Galicia,Lugo,B-PSG,5885,0
Galicia,Lugo,SE,500,0
Galicia,Lugo,UCE,256,0
Galicia,Lugo,PCE (M-L),213,0
Galicia,Lugo,EG,948,0
Galicia,Ourense,Abstención,148343,0
Galicia,Ourense,Votos en blanco,652,0
Galicia,Ourense,Votos nulos,2283,0
Galicia,Ourense,PSOE,50619,1
Galicia,Ourense,AP-PDP,63801,2
Galicia,Ourense,UCD,52282,2
Galicia,Ourense,PCE,1534,0
Galicia,Ourense,CDS,3467,0
Galicia,Ourense,FN,399,0
Galicia,Ourense,PST,1056,0
Galicia,Ourense,B-PSG,4081,0
Galicia,Ourense,UCE,339,0
Galicia,Ourense,PCE (M-L),190,0
Galicia,Ourense,EG,632,0
Galicia,Ourense,FE-JONS,169,0
Galicia,Pontevedra,Abstención,197817,0
Galicia,Pontevedra,Votos en blanco,1997,0
Galicia,Pontevedra,Votos nulos,7429,0
Galicia,Pontevedra,PSOE,126228,3
Galicia,Pontevedra,AP-PDP,155556,4
Galicia,Pontevedra,UCD,76575,1
Galicia,Pontevedra,PCE,8070,0
Galicia,Pontevedra,CDS,12099,0
Galicia,Pontevedra,FN,930,0
Galicia,Pontevedra,PST,4487,0
Galicia,Pontevedra,B-PSG,12002,0
Galicia,Pontevedra,SE,867,0
Galicia,Pontevedra,UCE,827,0
Galicia,Pontevedra,PCE (M-L),698,0
Galicia,Pontevedra,EG,12262,0
Galicia,Pontevedra,CUC,704,0
Galicia,Pontevedra,FE-JONS,741,0
Galicia,Pontevedra,LCR-MC,425,0
Comunidad de Madrid,Madrid,Abstención,459668,0
