opcion,votos,provincia,municipio
CUP,57,Girona,Sant Feliu de Buixalleu
PP,24,Girona,Sant Feliu de Buixalleu
CatSíqueesPot,23,Girona,Sant Feliu de Buixalleu
PSC,22,Girona,Sant Feliu de Buixalleu
C's,19,Girona,Sant Feliu de Buixalleu
unio.cat,15,Girona,Sant Feliu de Buixalleu
PACMA,2,Girona,Sant Feliu de Buixalleu
PSC,33,Girona,Sant Jaume de Llierca
PP,20,Girona,Sant Jaume de Llierca
C's,20,Girona,Sant Jaume de Llierca
CatSíqueesPot,19,Girona,Sant Jaume de Llierca
unio.cat,13,Girona,Sant Jaume de Llierca
RECORTES CERO-ELS VERDS,2,Girona,Sant Jaume de Llierca
PIRATA.CAT/XDT,1,Girona,Sant Jaume de Llierca
PACMA,1,Girona,Sant Jaume de Llierca
CUP,291,Girona,Sant Gregori
C's,148,Girona,Sant Gregori
PSC,64,Girona,Sant Gregori
CatSíqueesPot,47,Girona,Sant Gregori
PP,40,Girona,Sant Gregori
unio.cat,33,Girona,Sant Gregori
PACMA,3,Girona,Sant Gregori
GANEMOS,1,Girona,Sant Gregori
RECORTES CERO-ELS VERDS,1,Girona,Sant Gregori
CUP,21,Girona,Sant Ferriol
CatSíqueesPot,8,Girona,Sant Ferriol
PP,3,Girona,Sant Ferriol
unio.cat,3,Girona,Sant Ferriol
CUP,88,Girona,Sant Feliu de Pallerols
PSC,35,Girona,Sant Feliu de Pallerols
unio.cat,32,Girona,Sant Feliu de Pallerols
PP,28,Girona,Sant Feliu de Pallerols
CatSíqueesPot,14,Girona,Sant Feliu de Pallerols
C's,6,Girona,Sant Feliu de Pallerols
PACMA,3,Girona,Sant Feliu de Pallerols
GANEMOS,2,Girona,Sant Feliu de Pallerols
PIRATA.CAT/XDT,1,Girona,Sant Feliu de Pallerols
RECORTES CERO-ELS VERDS,1,Girona,Sant Feliu de Pallerols
C's,1714,Girona,Sant Feliu de Guíxols
PSC,1559,Girona,Sant Feliu de Guíxols
CatSíqueesPot,720,Girona,Sant Feliu de Guíxols
CUP,688,Girona,Sant Feliu de Guíxols
PP,660,Girona,Sant Feliu de Guíxols
unio.cat,200,Girona,Sant Feliu de Guíxols
PACMA,75,Girona,Sant Feliu de Guíxols
RECORTES CERO-ELS VERDS,33,Girona,Sant Feliu de Guíxols
GANEMOS,14,Girona,Sant Feliu de Guíxols
PIRATA.CAT/XDT,10,Girona,Sant Feliu de Guíxols
Abstención,32,Girona,Sant Aniol de Finestres
Votos nulos,2,Girona,Sant Aniol de Finestres
Votos en blanco,1,Girona,Sant Aniol de Finestres
Abstención,143,Girona,Sant Climent Sescebes
Votos nulos,3,Girona,Sant Climent Sescebes
JxSí,164,Girona,Sant Climent Sescebes
C's,55,Girona,Sant Climent Sescebes
PP,23,Girona,Sant Climent Sescebes
Abstención,5,Girona,Sant Andreu Salou
Votos en blanco,4,Girona,Sant Andreu Salou
JxSí,86,Girona,Sant Andreu Salou
CUP,12,Girona,Sant Andreu Salou
CatSíqueesPot,7,Girona,Sant Andreu Salou
PSC,2,Girona,Sant Ferriol
C's,2,Girona,Sant Ferriol
Abstención,4280,Girona,Salt
Votos nulos,39,Girona,Salt
Votos en blanco,45,Girona,Salt
JxSí,4681,Girona,Salt
Abstención,15,Girona,Sales de Llierca
JxSí,34,Girona,Sales de Llierca
CUP,23,Girona,Sales de Llierca
Abstención,19,Girona,Rupià
Votos nulos,1,Girona,Rupià
JxSí,112,Girona,Rupià
CUP,36,Girona,Rupià
Abstención,3017,Girona,Roses
Votos nulos,31,Girona,Roses
Votos en blanco,38,Girona,Roses
JxSí,3066,Girona,Roses
Abstención,567,Tarragona,"Espluga de Francolí, l'"
Votos nulos,13,Tarragona,"Espluga de Francolí, l'"
Votos en blanco,14,Tarragona,"Espluga de Francolí, l'"
JxSí,1504,Tarragona,"Espluga de Francolí, l'"
CUP,176,Tarragona,"Espluga de Francolí, l'"
JxSí,167,Girona,Sant Aniol de Finestres
CUP,39,Girona,Sant Aniol de Finestres
PP,10,Girona,Sant Aniol de Finestres
C's,9,Girona,Sant Aniol de Finestres
CatSíqueesPot,4,Girona,Sant Aniol de Finestres
unio.cat,4,Girona,Sant Aniol de Finestres
PSC,3,Girona,Sant Aniol de Finestres
PACMA,1,Girona,Sant Aniol de Finestres
RECORTES CERO-ELS VERDS,1,Girona,Sant Aniol de Finestres
CUP,23,Girona,Sant Climent Sescebes
unio.cat,23,Girona,Sant Climent Sescebes
PSC,14,Girona,Sant Climent Sescebes
CatSíqueesPot,10,Girona,Sant Climent Sescebes
RECORTES CERO-ELS VERDS,2,Girona,Sant Climent Sescebes
C's,5,Girona,Sant Andreu Salou
PP,5,Girona,Sant Andreu Salou
PSC,1,Girona,Sant Andreu Salou
unio.cat,1,Girona,Sant Andreu Salou
Abstención,23,Tarragona,Duesaigües
JxSí,106,Tarragona,Duesaigües
CUP,27,Tarragona,Duesaigües
Abstención,2749,Tarragona,Deltebre
Votos nulos,83,Tarragona,Deltebre
Votos en blanco,105,Tarragona,Deltebre
JxSí,3734,Tarragona,Deltebre
Abstención,2370,Tarragona,Cunit
Votos nulos,76,Tarragona,Cunit
Votos en blanco,17,Tarragona,Cunit
C's,1628,Tarragona,Cunit
C's,1613,Girona,Salt
PSC,1284,Girona,Salt
CUP,861,Girona,Salt
PP,724,Girona,Salt
CatSíqueesPot,603,Girona,Salt
unio.cat,208,Girona,Salt
PACMA,64,Girona,Salt
RECORTES CERO-ELS VERDS,17,Girona,Salt
PIRATA.CAT/XDT,9,Girona,Salt
GANEMOS,5,Girona,Salt
PSC,9,Girona,Sales de Llierca
CatSíqueesPot,6,Girona,Sales de Llierca
PP,4,Girona,Sales de Llierca
unio.cat,1,Girona,Sales de Llierca
unio.cat,6,Girona,Rupià
CatSíqueesPot,5,Girona,Rupià
PP,3,Girona,Rupià
C's,2,Girona,Rupià
PSC,1,Girona,Rupià
C's,1823,Girona,Roses
PSC,877,Girona,Roses
PP,842,Girona,Roses
CatSíqueesPot,377,Girona,Roses
CUP,356,Girona,Roses
unio.cat,205,Girona,Roses
PACMA,37,Girona,Roses
RECORTES CERO-ELS VERDS,14,Girona,Roses
GANEMOS,10,Girona,Roses
PIRATA.CAT/XDT,9,Girona,Roses
PSC,160,Tarragona,"Espluga de Francolí, l'"
C's,147,Tarragona,"Espluga de Francolí, l'"
PP,115,Tarragona,"Espluga de Francolí, l'"
unio.cat,74,Tarragona,"Espluga de Francolí, l'"
CatSíqueesPot,51,Tarragona,"Espluga de Francolí, l'"
PACMA,6,Tarragona,"Espluga de Francolí, l'"
GANEMOS,2,Tarragona,"Espluga de Francolí, l'"
RECORTES CERO-ELS VERDS,1,Tarragona,"Espluga de Francolí, l'"
PSC,10,Tarragona,Duesaigües
C's,8,Tarragona,Duesaigües
CatSíqueesPot,8,Tarragona,Duesaigües
PP,7,Tarragona,Duesaigües
PACMA,1,Tarragona,Duesaigües
RECORTES CERO-ELS VERDS,1,Tarragona,Duesaigües
unio.cat,1,Tarragona,Duesaigües
Abstención,703,Tarragona,Creixell
Votos nulos,15,Tarragona,Creixell
Votos en blanco,7,Tarragona,Creixell
JxSí,614,Tarragona,Creixell
C's,392,Tarragona,Creixell
PSC,592,Tarragona,Deltebre
PP,501,Tarragona,Deltebre
CUP,367,Tarragona,Deltebre
C's,253,Tarragona,Deltebre
CatSíqueesPot,235,Tarragona,Deltebre
unio.cat,124,Tarragona,Deltebre
PACMA,17,Tarragona,Deltebre
RECORTES CERO-ELS VERDS,9,Tarragona,Deltebre
GANEMOS,5,Tarragona,Deltebre
JxSí,1406,Tarragona,Cunit
PSC,1129,Tarragona,Cunit
PP,698,Tarragona,Cunit
CatSíqueesPot,677,Tarragona,Cunit
CUP,309,Tarragona,Cunit
unio.cat,104,Tarragona,Cunit
GANEMOS,47,Tarragona,Cunit
PACMA,46,Tarragona,Cunit
RECORTES CERO-ELS VERDS,19,Tarragona,Cunit
Abstención,108,Tarragona,Cornudella de Montsant
Votos en blanco,1,Tarragona,Cornudella de Montsant
JxSí,422,Tarragona,Cornudella de Montsant
CUP,92,Tarragona,Cornudella de Montsant
Abstención,157,Tarragona,Corbera d'Ebre
Votos nulos,6,Tarragona,Corbera d'Ebre
Votos en blanco,14,Tarragona,Corbera d'Ebre
JxSí,315,Tarragona,Corbera d'Ebre
PP,98,Tarragona,Corbera d'Ebre
CUP,62,Tarragona,Corbera d'Ebre
Abstención,1180,Tarragona,Constantí
Votos nulos,23,Tarragona,Constantí
Votos en blanco,13,Tarragona,Constantí
JxSí,790,Tarragona,Constantí
PSC,696,Tarragona,Constantí
Abstención,17,Tarragona,Conesa
Votos nulos,2,Tarragona,Conesa
Votos en blanco,1,Tarragona,Conesa
JxSí,58,Tarragona,Conesa
CUP,13,Tarragona,Conesa
Abstención,24,Tarragona,Colldejou
Votos en blanco,1,Tarragona,Colldejou
JxSí,99,Tarragona,Colldejou
CUP,14,Tarragona,Colldejou
PSC,7,Tarragona,Colldejou
Abstención,643,Tarragona,"Catllar, el"
Votos nulos,11,Tarragona,"Catllar, el"
Votos en blanco,11,Tarragona,"Catllar, el"
JxSí,947,Tarragona,"Catllar, el"
Abstención,309,Tarragona,Castellvell del Camp
Votos nulos,2,Tarragona,Castellvell del Camp
Votos en blanco,6,Tarragona,Castellvell del Camp
JxSí,1004,Tarragona,Castellvell del Camp
PSC,265,Tarragona,Creixell
PP,186,Tarragona,Creixell
CatSíqueesPot,180,Tarragona,Creixell
CUP,83,Tarragona,Creixell
unio.cat,46,Tarragona,Creixell
PACMA,12,Tarragona,Creixell
GANEMOS,4,Tarragona,Creixell
PSC,39,Tarragona,Cornudella de Montsant
unio.cat,26,Tarragona,Cornudella de Montsant
C's,25,Tarragona,Cornudella de Montsant
PP,17,Tarragona,Cornudella de Montsant
CatSíqueesPot,11,Tarragona,Cornudella de Montsant
PACMA,1,Tarragona,Cornudella de Montsant
CatSíqueesPot,48,Tarragona,Corbera d'Ebre
PSC,41,Tarragona,Corbera d'Ebre
unio.cat,35,Tarragona,Corbera d'Ebre
C's,21,Tarragona,Corbera d'Ebre
RECORTES CERO-ELS VERDS,3,Tarragona,Corbera d'Ebre
PACMA,2,Tarragona,Corbera d'Ebre
C's,669,Tarragona,Constantí
PP,289,Tarragona,Constantí
CatSíqueesPot,205,Tarragona,Constantí
CUP,137,Tarragona,Constantí
unio.cat,68,Tarragona,Constantí
PACMA,28,Tarragona,Constantí
RECORTES CERO-ELS VERDS,10,Tarragona,Constantí
GANEMOS,6,Tarragona,Constantí
PSC,3,Tarragona,Conesa
C's,3,Tarragona,Conesa
CatSíqueesPot,3,Tarragona,Conesa
unio.cat,3,Tarragona,Conesa
PP,1,Tarragona,Conesa
C's,2,Tarragona,Colldejou
unio.cat,2,Tarragona,Colldejou
CatSíqueesPot,1,Tarragona,Colldejou
C's,526,Tarragona,"Catllar, el"
PSC,298,Tarragona,"Catllar, el"
CatSíqueesPot,220,Tarragona,"Catllar, el"
CUP,216,Tarragona,"Catllar, el"
PP,173,Tarragona,"Catllar, el"
unio.cat,52,Tarragona,"Catllar, el"
PACMA,18,Tarragona,"Catllar, el"
RECORTES CERO-ELS VERDS,9,Tarragona,"Catllar, el"
GANEMOS,4,Tarragona,"Catllar, el"
Abstención,54,Tarragona,Caseres
Votos nulos,6,Tarragona,Caseres
Votos en blanco,1,Tarragona,Caseres
JxSí,69,Tarragona,Caseres
Abstención,40,Tarragona,Capçanes
Votos en blanco,2,Tarragona,Capçanes
JxSí,202,Tarragona,Capçanes
Abstención,15,Tarragona,Capafonts
Votos en blanco,1,Tarragona,Capafonts
JxSí,50,Tarragona,Capafonts
Abstención,962,Tarragona,"Canonja, la"
Votos nulos,10,Tarragona,"Canonja, la"
Votos en blanco,12,Tarragona,"Canonja, la"
C's,970,Tarragona,"Canonja, la"
Abstención,5417,Tarragona,Cambrils
Votos nulos,90,Tarragona,Cambrils
Votos en blanco,80,Tarragona,Cambrils
JxSí,5682,Tarragona,Cambrils
C's,4251,Tarragona,Cambrils
C's,348,Tarragona,Castellvell del Camp
CUP,158,Tarragona,Castellvell del Camp
PP,108,Tarragona,Castellvell del Camp
PSC,104,Tarragona,Castellvell del Camp
unio.cat,51,Tarragona,Castellvell del Camp
CatSíqueesPot,49,Tarragona,Castellvell del Camp
PACMA,6,Tarragona,Castellvell del Camp
GANEMOS,4,Tarragona,Castellvell del Camp
Abstención,676,Tarragona,Camarles
Votos nulos,10,Tarragona,Camarles
Votos en blanco,24,Tarragona,Camarles
JxSí,1030,Tarragona,Camarles
PSC,215,Tarragona,Camarles
Abstención,4971,Tarragona,Calafell
Votos nulos,80,Tarragona,Calafell
Votos en blanco,64,Tarragona,Calafell
JxSí,3610,Tarragona,Calafell
C's,2717,Tarragona,Calafell
Abstención,223,Tarragona,Cabra del Camp
Votos en blanco,1,Tarragona,Cabra del Camp
JxSí,281,Tarragona,Cabra del Camp
C's,97,Tarragona,Cabra del Camp
PSC,76,Tarragona,Cabra del Camp
CUP,59,Tarragona,Cabra del Camp
PP,30,Tarragona,Caseres
C's,25,Tarragona,Caseres
CUP,13,Tarragona,Caseres
PSC,12,Tarragona,Caseres
unio.cat,11,Tarragona,Caseres
CatSíqueesPot,4,Tarragona,Caseres
PACMA,1,Tarragona,Caseres
CUP,41,Tarragona,Capçanes
PP,15,Tarragona,Capçanes
CatSíqueesPot,11,Tarragona,Capçanes
PSC,9,Tarragona,Capçanes
C's,9,Tarragona,Capçanes
unio.cat,8,Tarragona,Capçanes
PACMA,1,Tarragona,Capçanes
RECORTES CERO-ELS VERDS,1,Tarragona,Capçanes
CUP,21,Tarragona,Capafonts
PP,6,Tarragona,Capafonts
C's,6,Tarragona,Capafonts
unio.cat,2,Tarragona,Capafonts
PSC,1,Tarragona,Capafonts
PSC,886,Tarragona,"Canonja, la"
JxSí,616,Tarragona,"Canonja, la"
PP,305,Tarragona,"Canonja, la"
CatSíqueesPot,303,Tarragona,"Canonja, la"
CUP,172,Tarragona,"Canonja, la"
unio.cat,48,Tarragona,"Canonja, la"
PACMA,45,Tarragona,"Canonja, la"
GANEMOS,7,Tarragona,"Canonja, la"
RECORTES CERO-ELS VERDS,7,Tarragona,"Canonja, la"
PSC,1648,Tarragona,Cambrils
PP,1599,Tarragona,Cambrils
CatSíqueesPot,1058,Tarragona,Cambrils
CUP,911,Tarragona,Cambrils
unio.cat,398,Tarragona,Cambrils
PACMA,112,Tarragona,Cambrils
RECORTES CERO-ELS VERDS,46,Tarragona,Cambrils
GANEMOS,26,Tarragona,Cambrils
PP,111,Tarragona,Camarles
C's,97,Tarragona,Camarles
CUP,77,Tarragona,Camarles
CatSíqueesPot,62,Tarragona,Camarles
unio.cat,61,Tarragona,Camarles
RECORTES CERO-ELS VERDS,5,Tarragona,Camarles
GANEMOS,4,Tarragona,Camarles
PACMA,3,Tarragona,Camarles
PSC,1763,Tarragona,Calafell
PP,1222,Tarragona,Calafell
CatSíqueesPot,1039,Tarragona,Calafell
CUP,792,Tarragona,Calafell
unio.cat,280,Tarragona,Calafell
PACMA,98,Tarragona,Calafell
GANEMOS,63,Tarragona,Calafell
RECORTES CERO-ELS VERDS,33,Tarragona,Calafell
PP,40,Tarragona,Cabra del Camp
CatSíqueesPot,36,Tarragona,Cabra del Camp
unio.cat,9,Tarragona,Cabra del Camp
GANEMOS,4,Tarragona,Cabra del Camp
RECORTES CERO-ELS VERDS,2,Tarragona,Cabra del Camp
PACMA,1,Tarragona,Cabra del Camp
Abstención,41,Tarragona,Cabacés
Votos nulos,1,Tarragona,Cabacés
Votos en blanco,1,Tarragona,Cabacés
Abstención,68,Tarragona,Bràfim
Votos nulos,3,Tarragona,Bràfim
Votos en blanco,1,Tarragona,Bràfim
JxSí,245,Tarragona,Bràfim
Abstención,147,Tarragona,Botarell
Votos en blanco,5,Tarragona,Botarell
JxSí,365,Tarragona,Botarell
C's,59,Tarragona,Botarell
Abstención,110,Tarragona,Bot
Votos nulos,1,Tarragona,Bot
Votos en blanco,6,Tarragona,Bot
JxSí,247,Tarragona,Bot
Abstención,246,Tarragona,"Borges del Camp, les"
Votos nulos,3,Tarragona,"Borges del Camp, les"
Votos en blanco,2,Tarragona,"Borges del Camp, les"
JxSí,767,Tarragona,"Borges del Camp, les"
Abstención,92,Tarragona,Bonastre
Votos nulos,7,Tarragona,Bonastre
Votos en blanco,3,Tarragona,Bonastre
JxSí,194,Tarragona,Bonastre
C's,39,Tarragona,Bonastre
Abstención,54,Tarragona,Blancafort
Votos nulos,3,Tarragona,Blancafort
Votos en blanco,1,Tarragona,Blancafort
JxSí,196,Tarragona,Blancafort
CUP,36,Tarragona,Blancafort
Abstención,772,Tarragona,"Bisbal del Penedès, la"
Votos nulos,14,Tarragona,"Bisbal del Penedès, la"
Votos en blanco,11,Tarragona,"Bisbal del Penedès, la"
JxSí,738,Tarragona,"Bisbal del Penedès, la"
C's,410,Tarragona,"Bisbal del Penedès, la"
PSC,268,Tarragona,"Bisbal del Penedès, la"
JxSí,153,Tarragona,Cabacés
unio.cat,24,Tarragona,Cabacés
CUP,18,Tarragona,Cabacés
PP,10,Tarragona,Cabacés
C's,5,Tarragona,Cabacés
PSC,4,Tarragona,Cabacés
CatSíqueesPot,4,Tarragona,Cabacés
PP,39,Tarragona,Bràfim
CUP,36,Tarragona,Bràfim
C's,34,Tarragona,Bràfim
PSC,30,Tarragona,Bràfim
CatSíqueesPot,13,Tarragona,Bràfim
unio.cat,6,Tarragona,Bràfim
PACMA,4,Tarragona,Bràfim
RECORTES CERO-ELS VERDS,2,Tarragona,Bràfim
PSC,50,Tarragona,Botarell
CUP,45,Tarragona,Botarell
CatSíqueesPot,45,Tarragona,Botarell
PP,38,Tarragona,Botarell
unio.cat,19,Tarragona,Botarell
PACMA,5,Tarragona,Botarell
RECORTES CERO-ELS VERDS,2,Tarragona,Botarell
PSC,55,Tarragona,Bot
CUP,36,Tarragona,Bot
PP,21,Tarragona,Bot
unio.cat,19,Tarragona,Bot
C's,14,Tarragona,Bot
CatSíqueesPot,11,Tarragona,Bot
C's,123,Tarragona,"Borges del Camp, les"
CUP,101,Tarragona,"Borges del Camp, les"
PSC,76,Tarragona,"Borges del Camp, les"
PP,52,Tarragona,"Borges del Camp, les"
CatSíqueesPot,46,Tarragona,"Borges del Camp, les"
unio.cat,34,Tarragona,"Borges del Camp, les"
PACMA,4,Tarragona,"Borges del Camp, les"
RECORTES CERO-ELS VERDS,1,Tarragona,"Borges del Camp, les"
CatSíqueesPot,35,Tarragona,Bonastre
PSC,25,Tarragona,Bonastre
CUP,22,Tarragona,Bonastre
PP,13,Tarragona,Bonastre
unio.cat,4,Tarragona,Bonastre
PACMA,2,Tarragona,Bonastre
CatSíqueesPot,14,Tarragona,Blancafort
unio.cat,10,Tarragona,Blancafort
PP,4,Tarragona,Blancafort
C's,3,Tarragona,Blancafort
PSC,2,Tarragona,Blancafort
PACMA,2,Tarragona,Blancafort
CatSíqueesPot,166,Tarragona,"Bisbal del Penedès, la"
CUP,152,Tarragona,"Bisbal del Penedès, la"
PP,128,Tarragona,"Bisbal del Penedès, la"
unio.cat,31,Tarragona,"Bisbal del Penedès, la"
PACMA,17,Tarragona,"Bisbal del Penedès, la"
RECORTES CERO-ELS VERDS,5,Tarragona,"Bisbal del Penedès, la"
Abstención,21,Barcelona,Lluçà
JxSí,117,Barcelona,Lluçà
CUP,55,Barcelona,Lluçà
PP,10,Barcelona,Lluçà
unio.cat,7,Barcelona,Lluçà
Abstención,1521,Barcelona,Llinars del Vallès
Votos nulos,15,Barcelona,Llinars del Vallès
Votos en blanco,33,Barcelona,Llinars del Vallès
JxSí,2578,Barcelona,Llinars del Vallès
C's,942,Barcelona,Llinars del Vallès
PSC,564,Barcelona,Llinars del Vallès
Abstención,941,Barcelona,Lliçà de Vall
Votos nulos,17,Barcelona,Lliçà de Vall
Votos en blanco,24,Barcelona,Lliçà de Vall
JxSí,1359,Barcelona,Lliçà de Vall
Abstención,2547,Barcelona,Lliçà d'Amunt
Votos nulos,31,Barcelona,Lliçà d'Amunt
Votos en blanco,70,Barcelona,Lliçà d'Amunt
JxSí,2772,Barcelona,Lliçà d'Amunt
Abstención,2294,Barcelona,"Llagosta, la"
Votos nulos,40,Barcelona,"Llagosta, la"
Votos en blanco,33,Barcelona,"Llagosta, la"
C's,1864,Barcelona,"Llagosta, la"
CatSíqueesPot,3,Barcelona,Lluçà
CUP,544,Barcelona,Llinars del Vallès
PP,447,Barcelona,Llinars del Vallès
CatSíqueesPot,350,Barcelona,Llinars del Vallès
unio.cat,158,Barcelona,Llinars del Vallès
PACMA,39,Barcelona,Llinars del Vallès
RECORTES CERO-ELS VERDS,9,Barcelona,Llinars del Vallès
C's,918,Barcelona,Lliçà de Vall
PSC,480,Barcelona,Lliçà de Vall
CatSíqueesPot,442,Barcelona,Lliçà de Vall
PP,434,Barcelona,Lliçà de Vall
CUP,232,Barcelona,Lliçà de Vall
unio.cat,106,Barcelona,Lliçà de Vall
PACMA,23,Barcelona,Lliçà de Vall
RECORTES CERO-ELS VERDS,14,Barcelona,Lliçà de Vall
C's,2089,Barcelona,Lliçà d'Amunt
PSC,1263,Barcelona,Lliçà d'Amunt
CatSíqueesPot,964,Barcelona,Lliçà d'Amunt
PP,862,Barcelona,Lliçà d'Amunt
CUP,581,Barcelona,Lliçà d'Amunt
unio.cat,147,Barcelona,Lliçà d'Amunt
PACMA,83,Barcelona,Lliçà d'Amunt
RECORTES CERO-ELS VERDS,36,Barcelona,Lliçà d'Amunt
PSC,1821,Barcelona,"Llagosta, la"
CatSíqueesPot,1136,Barcelona,"Llagosta, la"
JxSí,1077,Barcelona,"Llagosta, la"
PP,785,Barcelona,"Llagosta, la"
CUP,309,Barcelona,"Llagosta, la"
unio.cat,108,Barcelona,"Llagosta, la"
PACMA,87,Barcelona,"Llagosta, la"
RECORTES CERO-ELS VERDS,44,Barcelona,"Llagosta, la"
Abstención,107,Barcelona,"Llacuna, la"
Votos en blanco,8,Barcelona,"Llacuna, la"
JxSí,412,Barcelona,"Llacuna, la"
CUP,78,Barcelona,"Llacuna, la"
PP,24,Barcelona,"Llacuna, la"
C's,18,Barcelona,"Llacuna, la"
Abstención,115,Barcelona,Jorba
Votos nulos,5,Barcelona,Jorba
Votos en blanco,5,Barcelona,Jorba
JxSí,306,Barcelona,Jorba
Abstención,5800,Barcelona,Igualada
Votos nulos,65,Barcelona,Igualada
Votos en blanco,134,Barcelona,Igualada
JxSí,12258,Barcelona,Igualada
Abstención,408,Barcelona,"Hostalets de Pierola, els"
Votos nulos,12,Barcelona,"Hostalets de Pierola, els"
Votos en blanco,8,Barcelona,"Hostalets de Pierola, els"
JxSí,746,Barcelona,"Hostalets de Pierola, els"
Abstención,48189,Barcelona,"Hospitalet de Llobregat, l'"
Votos nulos,497,Barcelona,"Hospitalet de Llobregat, l'"
Votos en blanco,621,Barcelona,"Hospitalet de Llobregat, l'"
C's,29773,Barcelona,"Hospitalet de Llobregat, l'"
PSC,28947,Barcelona,"Hospitalet de Llobregat, l'"
Abstención,211,Barcelona,Gurb
Votos en blanco,15,Barcelona,Gurb
JxSí,1417,Barcelona,Gurb
CUP,122,Barcelona,Gurb
Abstención,158,Barcelona,Guardiola de Berguedà
Votos nulos,3,Barcelona,Guardiola de Berguedà
Votos en blanco,6,Barcelona,Guardiola de Berguedà
JxSí,346,Barcelona,Guardiola de Berguedà
Abstención,153,Barcelona,Gualba
Votos nulos,2,Barcelona,Gualba
Votos en blanco,2,Barcelona,Gualba
JxSí,568,Barcelona,Gualba
PSC,15,Barcelona,"Llacuna, la"
unio.cat,15,Barcelona,"Llacuna, la"
CatSíqueesPot,6,Barcelona,"Llacuna, la"
PACMA,2,Barcelona,"Llacuna, la"
CUP,51,Barcelona,Jorba
C's,39,Barcelona,Jorba
PP,34,Barcelona,Jorba
unio.cat,30,Barcelona,Jorba
PSC,28,Barcelona,Jorba
CatSíqueesPot,19,Barcelona,Jorba
PACMA,2,Barcelona,Jorba
RECORTES CERO-ELS VERDS,1,Barcelona,Jorba
C's,2887,Barcelona,Igualada
PSC,1924,Barcelona,Igualada
CUP,1819,Barcelona,Igualada
PP,1452,Barcelona,Igualada
CatSíqueesPot,1153,Barcelona,Igualada
unio.cat,625,Barcelona,Igualada
PACMA,116,Barcelona,Igualada
RECORTES CERO-ELS VERDS,38,Barcelona,Igualada
C's,239,Barcelona,"Hostalets de Pierola, els"
PSC,165,Barcelona,"Hostalets de Pierola, els"
CUP,163,Barcelona,"Hostalets de Pierola, els"
PP,114,Barcelona,"Hostalets de Pierola, els"
CatSíqueesPot,99,Barcelona,"Hostalets de Pierola, els"
unio.cat,36,Barcelona,"Hostalets de Pierola, els"
PACMA,17,Barcelona,"Hostalets de Pierola, els"
RECORTES CERO-ELS VERDS,8,Barcelona,"Hostalets de Pierola, els"
JxSí,23843,Barcelona,"Hospitalet de Llobregat, l'"
CatSíqueesPot,16855,Barcelona,"Hospitalet de Llobregat, l'"
PP,14336,Barcelona,"Hospitalet de Llobregat, l'"
CUP,7528,Barcelona,"Hospitalet de Llobregat, l'"
unio.cat,2170,Barcelona,"Hospitalet de Llobregat, l'"
PACMA,1180,Barcelona,"Hospitalet de Llobregat, l'"
RECORTES CERO-ELS VERDS,802,Barcelona,"Hospitalet de Llobregat, l'"
unio.cat,64,Barcelona,Gurb
C's,53,Barcelona,Gurb
PP,49,Barcelona,Gurb
PSC,33,Barcelona,Gurb
CatSíqueesPot,18,Barcelona,Gurb
PACMA,3,Barcelona,Gurb
RECORTES CERO-ELS VERDS,3,Barcelona,Gurb
CUP,84,Barcelona,Guardiola de Berguedà
PSC,57,Barcelona,Guardiola de Berguedà
CatSíqueesPot,35,Barcelona,Guardiola de Berguedà
C's,26,Barcelona,Guardiola de Berguedà
PP,17,Barcelona,Guardiola de Berguedà
unio.cat,16,Barcelona,Guardiola de Berguedà
PACMA,3,Barcelona,Guardiola de Berguedà
RECORTES CERO-ELS VERDS,2,Barcelona,Guardiola de Berguedà
CUP,97,Barcelona,Gualba
C's,68,Barcelona,Gualba
PSC,46,Barcelona,Gualba
CatSíqueesPot,36,Barcelona,Gualba
PP,23,Barcelona,Gualba
unio.cat,13,Barcelona,Gualba
PACMA,6,Barcelona,Gualba
RECORTES CERO-ELS VERDS,2,Barcelona,Gualba
Abstención,9493,Barcelona,Granollers
Votos nulos,129,Barcelona,Granollers
Votos en blanco,180,Barcelona,Granollers
JxSí,12952,Barcelona,Granollers
Abstención,14,Barcelona,Granera
JxSí,39,Barcelona,Granera
CUP,7,Barcelona,Granera
C's,4,Barcelona,Granera
PP,3,Barcelona,Granera
Abstención,232,Barcelona,"Granada, la"
Votos nulos,12,Barcelona,"Granada, la"
Votos en blanco,7,Barcelona,"Granada, la"
JxSí,799,Barcelona,"Granada, la"
PSC,112,Barcelona,"Granada, la"
Abstención,3,Barcelona,Gisclareny
JxSí,20,Barcelona,Gisclareny
Abstención,697,Barcelona,Gironella
Votos nulos,22,Barcelona,Gironella
Votos en blanco,16,Barcelona,Gironella
JxSí,2024,Barcelona,Gironella
Abstención,1070,Barcelona,Gelida
Votos nulos,21,Barcelona,Gelida
Votos en blanco,16,Barcelona,Gelida
JxSí,1804,Barcelona,Gelida
Abstención,8111,Barcelona,Gavà
Votos nulos,75,Barcelona,Gavà
Votos en blanco,103,Barcelona,Gavà
C's,6752,Barcelona,Gavà
Abstención,2036,Barcelona,"Garriga, la"
Votos nulos,26,Barcelona,"Garriga, la"
Votos en blanco,48,Barcelona,"Garriga, la"
JxSí,5394,Barcelona,"Garriga, la"
C's,1188,Barcelona,"Garriga, la"
C's,6413,Barcelona,Granollers
PSC,4704,Barcelona,Granollers
CatSíqueesPot,2535,Barcelona,Granollers
