Region,Constituency,Option,Votes,Seats
Aragón,Zaragoza,PSOE,174107,3
Aragón,Zaragoza,PP,125728,2
Aragón,Zaragoza,IU,51546,1
Aragón,Zaragoza,CDS,32826,0
Aragón,Zaragoza,RUIZ-MATEOS,5317,0
Aragón,Zaragoza,LV-LV,2683,0
Aragón,Zaragoza,LVE,2965,0
Aragón,Zaragoza,PTE-UC,2112,0
Aragón,Zaragoza,PST,2773,0
Aragón,Zaragoza,PAR,48579,1
Aragón,Zaragoza,PCPE,573,0
Aragón,Zaragoza,FE-JONS,510,0
Aragón,Zaragoza,CSD,1437,0
Aragón,Zaragoza,PH,361,0
Aragón,Zaragoza,AR,315,0
Aragón,Zaragoza,UA-CH.A,2078,0
Principado de Asturias,Asturias,Abstención,278788,0
Principado de Asturias,Asturias,Votos en blanco,3728,0
Principado de Asturias,Asturias,Votos nulos,4853,0
Principado de Asturias,Asturias,PSOE,248584,4
Principado de Asturias,Asturias,PP,162590,3
Principado de Asturias,Asturias,IU,95494,1
Principado de Asturias,Asturias,CDS,76643,1
Principado de Asturias,Asturias,RUIZ-MATEOS,3424,0
Principado de Asturias,Asturias,LV-LV,4352,0
Principado de Asturias,Asturias,LVE,3340,0
Principado de Asturias,Asturias,PTE-UC,1854,0
Principado de Asturias,Asturias,PST,2861,0
Principado de Asturias,Asturias,PCPE,1604,0
Principado de Asturias,Asturias,FE-JONS,751,0
Principado de Asturias,Asturias,PH,406,0
Principado de Asturias,Asturias,AR,469,0
Principado de Asturias,Asturias,PAS,3526,0
Principado de Asturias,Asturias,UNA,3218,0
Illes Balears,Illes Balears,Abstención,200160,0
Illes Balears,Illes Balears,Votos en blanco,2976,0
Illes Balears,Illes Balears,Votos nulos,4098,0
Illes Balears,Illes Balears,PSOE,118833,3
Illes Balears,Illes Balears,PP,140163,3
Illes Balears,Illes Balears,IU,17555,0
Illes Balears,Illes Balears,CDS,31671,0
Illes Balears,Illes Balears,RUIZ-MATEOS,8709,0
Illes Balears,Illes Balears,LV-LV,8762,0
Illes Balears,Illes Balears,PTE-UC,772,0
Illes Balears,Illes Balears,PST,1621,0
Illes Balears,Illes Balears,PCPE,1050,0
Illes Balears,Illes Balears,FE-JONS,541,0
Illes Balears,Illes Balears,AR,327,0
Illes Balears,Illes Balears,PSM-ENE,7989,0
Illes Balears,Illes Balears,PORE,431,0
Illes Balears,Illes Balears,UB,2883,0
Illes Balears,Illes Balears,PRB,398,0
Canarias,Las Palmas,Abstención,205188,0
Canarias,Las Palmas,Votos en blanco,1782,0
Canarias,Las Palmas,Votos nulos,2884,0
Canarias,Las Palmas,PSOE,113675,3
Canarias,Las Palmas,PP,73443,2
Canarias,Las Palmas,IU,35818,0
Canarias,Las Palmas,CDS,86121,2
Canarias,Las Palmas,RUIZ-MATEOS,6211,0
Canarias,Las Palmas,LV-LV,2999,0
Canarias,Las Palmas,LVE,2576,0
Canarias,Las Palmas,PTE-UC,810,0
Canarias,Las Palmas,PST,1523,0
Canarias,Las Palmas,AIC,6333,0
Canarias,Las Palmas,PCPE,979,0
Canarias,Las Palmas,FE-JONS,391,0
Canarias,Las Palmas,ACN,13244,0
Canarias,Las Palmas,PH,574,0
Canarias,Las Palmas,IGC,6371,0
Canarias,Las Palmas,SEV,1411,0
Canarias,Las Palmas,TAGOROR,472,0
Canarias,Santa Cruz de Tenerife,Abstención,206999,0
Canarias,Santa Cruz de Tenerife,Votos en blanco,1566,0
Canarias,Santa Cruz de Tenerife,Votos nulos,3323,0
Canarias,Santa Cruz de Tenerife,PSOE,128360,4
Canarias,Santa Cruz de Tenerife,PP,56600,1
Canarias,Santa Cruz de Tenerife,IU,17546,0
Canarias,Santa Cruz de Tenerife,CDS,31776,1
Canarias,Santa Cruz de Tenerife,RUIZ-MATEOS,3906,0
Canarias,Santa Cruz de Tenerife,LV-LV,3139,0
Canarias,Santa Cruz de Tenerife,LVE,2117,0
Canarias,Santa Cruz de Tenerife,PTE-UC,844,0
Canarias,Santa Cruz de Tenerife,PST,1990,0
Canarias,Santa Cruz de Tenerife,AIC,58434,1
Canarias,Santa Cruz de Tenerife,PCPE,521,0
Canarias,Santa Cruz de Tenerife,FE-JONS,376,0
Canarias,Santa Cruz de Tenerife,ACN,8295,0
Canarias,Santa Cruz de Tenerife,PH,336,0
Cantabria,Cantabria,Abstención,104263,0
Cantabria,Cantabria,Votos en blanco,2824,0
Cantabria,Cantabria,Votos nulos,3245,0
Cantabria,Cantabria,PSOE,119352,3
Cantabria,Cantabria,PP,114403,2
Cantabria,Cantabria,IU,19058,0
Cantabria,Cantabria,CDS,28976,0
Cantabria,Cantabria,RUIZ-MATEOS,2208,0
Cantabria,Cantabria,LV-LV,1860,0
Cantabria,Cantabria,LVE,2481,0
Cantabria,Cantabria,PTE-UC,1291,0
Cantabria,Cantabria,PST,1727,0
Cantabria,Cantabria,PCPE,1132,0
Cantabria,Cantabria,FE-JONS,868,0
Cantabria,Cantabria,PH,347,0
Cantabria,Cantabria,AR,256,0
Cantabria,Cantabria,PAS,186,0
Cantabria,Cantabria,R. X C.,904,0
Castilla - La Mancha,Albacete,Abstención,60446,0
Castilla - La Mancha,Albacete,Votos en blanco,1322,0
Castilla - La Mancha,Albacete,Votos nulos,1236,0
Castilla - La Mancha,Albacete,PSOE,97904,3
Castilla - La Mancha,Albacete,PP,60664,1
Castilla - La Mancha,Albacete,IU,16580,0
Castilla - La Mancha,Albacete,CDS,14651,0
Castilla - La Mancha,Albacete,RUIZ-MATEOS,1242,0
Castilla - La Mancha,Albacete,LV-LV,1336,0
Castilla - La Mancha,Albacete,LVE,891,0
Castilla - La Mancha,Albacete,PTE-UC,830,0
Castilla - La Mancha,Albacete,PST,729,0
Castilla - La Mancha,Albacete,PCPE,557,0
Castilla - La Mancha,Albacete,FE-JONS,270,0
Castilla - La Mancha,Albacete,PH,197,0
Castilla - La Mancha,Ciudad Real,Abstención,91655,0
Castilla - La Mancha,Ciudad Real,Votos en blanco,1480,0
Castilla - La Mancha,Ciudad Real,Votos nulos,2505,0
Castilla - La Mancha,Ciudad Real,PSOE,143416,3
Castilla - La Mancha,Ciudad Real,PP,82074,2
Castilla - La Mancha,Ciudad Real,IU,17285,0
Castilla - La Mancha,Ciudad Real,CDS,21717,0
Castilla - La Mancha,Ciudad Real,RUIZ-MATEOS,2193,0
Castilla - La Mancha,Ciudad Real,LV-LV,2063,0
Castilla - La Mancha,Ciudad Real,LVE,1351,0
Castilla - La Mancha,Ciudad Real,PTE-UC,501,0
Castilla - La Mancha,Ciudad Real,PST,948,0
Castilla - La Mancha,Ciudad Real,PCPE,388,0
Castilla - La Mancha,Ciudad Real,PH,168,0
Castilla - La Mancha,Ciudad Real,AR,195,0
Castilla - La Mancha,Ciudad Real,PED,105,0
Castilla - La Mancha,Cuenca,Abstención,40544,0
Castilla - La Mancha,Cuenca,Votos en blanco,785,0
Castilla - La Mancha,Cuenca,Votos nulos,845,0
Castilla - La Mancha,Cuenca,PSOE,58465,2
Castilla - La Mancha,Cuenca,PP,49748,1
Castilla - La Mancha,Cuenca,IU,5529,0
Castilla - La Mancha,Cuenca,CDS,9149,0
Castilla - La Mancha,Cuenca,RUIZ-MATEOS,750,0
Castilla - La Mancha,Cuenca,LV-LV,615,0
Castilla - La Mancha,Cuenca,LVE,562,0
Castilla - La Mancha,Cuenca,PTE-UC,649,0
Castilla - La Mancha,Cuenca,PST,520,0
Castilla - La Mancha,Cuenca,PCPE,150,0
Castilla - La Mancha,Cuenca,FE-JONS,256,0
Castilla - La Mancha,Cuenca,PH,63,0
Castilla - La Mancha,Cuenca,AR,159,0
Castilla - La Mancha,Cuenca,PED,46,0
Castilla - La Mancha,Guadalajara,Abstención,28217,0
Castilla - La Mancha,Guadalajara,Votos en blanco,796,0
Castilla - La Mancha,Guadalajara,Votos nulos,750,0
Castilla - La Mancha,Guadalajara,PSOE,31653,1
Castilla - La Mancha,Guadalajara,PP,37061,2
Castilla - La Mancha,Guadalajara,IU,7280,0
Castilla - La Mancha,Guadalajara,CDS,6622,0
Castilla - La Mancha,Guadalajara,RUIZ-MATEOS,601,0
Castilla - La Mancha,Guadalajara,LV-LV,620,0
Castilla - La Mancha,Guadalajara,LVE,467,0
Castilla - La Mancha,Guadalajara,PTE-UC,201,0
Castilla - La Mancha,Guadalajara,PST,492,0
Castilla - La Mancha,Guadalajara,PCPE,74,0
Castilla - La Mancha,Guadalajara,FE-JONS,182,0
Castilla - La Mancha,Guadalajara,PH,79,0
Castilla - La Mancha,Guadalajara,AR,58,0
Castilla - La Mancha,Guadalajara,PED,78,0
Castilla - La Mancha,Guadalajara,PRGU,426,0
Castilla - La Mancha,Toledo,Abstención,81780,0
Castilla - La Mancha,Toledo,Votos en blanco,1722,0
Castilla - La Mancha,Toledo,Votos nulos,2873,0
Castilla - La Mancha,Toledo,PSOE,135526,3
Castilla - La Mancha,Toledo,PP,99167,2
Castilla - La Mancha,Toledo,IU,21053,0
Castilla - La Mancha,Toledo,CDS,23159,0
Castilla - La Mancha,Toledo,RUIZ-MATEOS,2070,0
Castilla - La Mancha,Toledo,LVE,1520,0
Castilla - La Mancha,Toledo,PTE-UC,500,0
Castilla - La Mancha,Toledo,PST,884,0
Castilla - La Mancha,Toledo,PCPE,331,0
Castilla - La Mancha,Toledo,FE-JONS,589,0
Castilla - La Mancha,Toledo,VERDE,1143,0
Castilla - La Mancha,Toledo,PH,202,0
Castilla - La Mancha,Toledo,AR,148,0
Castilla - La Mancha,Toledo,PED,452,0
Castilla y León,Ávila,Abstención,33225,0
Castilla y León,Ávila,Votos en blanco,676,0
Castilla y León,Ávila,Votos nulos,1935,0
Castilla y León,Ávila,PSOE,30282,1
Castilla y León,Ávila,PP,35757,1
Castilla y León,Ávila,IU,4815,0
Castilla y León,Ávila,CDS,34402,1
Castilla y León,Ávila,RUIZ-MATEOS,682,0
Castilla y León,Ávila,LV-LV,1139,0
Castilla y León,Ávila,LVE,487,0
Castilla y León,Ávila,PTE-UC,156,0
Castilla y León,Ávila,PST,216,0
Castilla y León,Ávila,PCPE,146,0
Castilla y León,Ávila,FE-JONS,149,0
Castilla y León,Ávila,PH,70,0
Castilla y León,Ávila,AR,110,0
Castilla y León,Burgos,Abstención,79000,0
Castilla y León,Burgos,Votos en blanco,2398,0
Castilla y León,Burgos,Votos nulos,2395,0
Castilla y León,Burgos,PSOE,65811,2
Castilla y León,Burgos,PP,88446,2
Castilla y León,Burgos,IU,16010,0
Castilla y León,Burgos,CDS,21973,0
Castilla y León,Burgos,RUIZ-MATEOS,2202,0
Castilla y León,Burgos,LVE,3544,0
Castilla y León,Burgos,PTE-UC,613,0
Castilla y León,Burgos,PST,1244,0
Castilla y León,Burgos,PCPE,487,0
Castilla y León,Burgos,FE-JONS,391,0
Castilla y León,Burgos,PH,389,0
Castilla y León,León,Abstención,129310,0
Castilla y León,León,Votos en blanco,2786,0
Castilla y León,León,Votos nulos,3598,0
Castilla y León,León,PSOE,114046,3
Castilla y León,León,PP,109792,2
Castilla y León,León,IU,17910,0
Castilla y León,León,CDS,28898,0
Castilla y León,León,RUIZ-MATEOS,2913,0
Castilla y León,León,LV-LV,2385,0
Castilla y León,León,LVE,1454,0
Castilla y León,León,PTE-UC,713,0
Castilla y León,León,PST,1819,0
Castilla y León,León,PCPE,514,0
Castilla y León,León,FE-JONS,372,0
Castilla y León,León,PH,191,0
Castilla y León,León,AR,325,0
Castilla y León,León,PREPAL,1825,0
Castilla y León,Palencia,Abstención,34891,0
Castilla y León,Palencia,Votos en blanco,1041,0
Castilla y León,Palencia,Votos nulos,1088,0
Castilla y León,Palencia,PSOE,41313,1
Castilla y León,Palencia,PP,50186,2
Castilla y León,Palencia,IU,6533,0
Castilla y León,Palencia,CDS,9696,0
Castilla y León,Palencia,LV-LV,1307,0
Castilla y León,Palencia,LVE,768,0
Castilla y León,Palencia,PTE-UC,398,0
Castilla y León,Palencia,PST,735,0
Castilla y León,Palencia,PCPE,222,0
Castilla y León,Palencia,FE-JONS,226,0
Castilla y León,Palencia,PH,145,0
Castilla y León,Palencia,AR,182,0
Castilla y León,Salamanca,Abstención,71323,0
Castilla y León,Salamanca,Votos en blanco,1877,0
Castilla y León,Salamanca,Votos nulos,1801,0
Castilla y León,Salamanca,PSOE,79966,2
Castilla y León,Salamanca,PP,88048,2
Castilla y León,Salamanca,IU,12308,0
Castilla y León,Salamanca,CDS,27068,0
Castilla y León,Salamanca,LV-LV,2331,0
Castilla y León,Salamanca,LVE,1291,0
Castilla y León,Salamanca,PTE-UC,476,0
Castilla y León,Salamanca,PST,1052,0
Castilla y León,Salamanca,PCPE,384,0
Castilla y León,Salamanca,FE-JONS,278,0
Castilla y León,Salamanca,PH,206,0
Castilla y León,Salamanca,AR,329,0
Castilla y León,Salamanca,PREPAL,584,0
Castilla y León,Segovia,Abstención,29070,0
Castilla y León,Segovia,Votos en blanco,1230,0
Castilla y León,Segovia,Votos nulos,1261,0
Castilla y León,Segovia,PSOE,27468,1
Castilla y León,Segovia,PP,35705,2
Castilla y León,Segovia,IU,6387,0
Castilla y León,Segovia,CDS,14764,0
Castilla y León,Segovia,RUIZ-MATEOS,616,0
Castilla y León,Segovia,LV-LV,802,0
Castilla y León,Segovia,LVE,967,0
Castilla y León,Segovia,PTE-UC,283,0
Castilla y León,Segovia,PST,518,0
Castilla y León,Segovia,PCPE,163,0
Castilla y León,Segovia,FE-JONS,109,0
Castilla y León,Segovia,PH,278,0
Castilla y León,Segovia,AR,137,0
Castilla y León,Segovia,PED,110,0
Castilla y León,Soria,Abstención,22862,0
Castilla y León,Soria,Votos en blanco,677,0
Castilla y León,Soria,Votos nulos,814,0
Castilla y León,Soria,PSOE,18421,1
Castilla y León,Soria,PP,26756,2
Castilla y León,Soria,IU,2872,0
Castilla y León,Soria,CDS,5260,0
Castilla y León,Soria,RUIZ-MATEOS,466,0
Castilla y León,Soria,PTE-UC,164,0
Castilla y León,Soria,PST,539,0
Castilla y León,Soria,PCPE,117,0
Castilla y León,Soria,FE-JONS,106,0
Castilla y León,Soria,PH,137,0
Castilla y León,Soria,AR,77,0
Castilla y León,Soria,PANCAL,252,0
Castilla y León,Valladolid,Abstención,95442,0
Castilla y León,Valladolid,Votos en blanco,2967,0
Castilla y León,Valladolid,Votos nulos,2398,0
Castilla y León,Valladolid,PSOE,101532,2
Castilla y León,Valladolid,PP,107695,3
Castilla y León,Valladolid,IU,26753,0
Castilla y León,Valladolid,CDS,32342,0
Castilla y León,Valladolid,RUIZ-MATEOS,1802,0
Castilla y León,Valladolid,LVE,3311,0
Castilla y León,Valladolid,PTE-UC,2264,0
Castilla y León,Valladolid,PST,1386,0
Castilla y León,Valladolid,PCPE,493,0
Castilla y León,Valladolid,FE-JONS,541,0
Castilla y León,Valladolid,PH,347,0
Castilla y León,Valladolid,PED,175,0
Castilla y León,Valladolid,PANCAL,947,0
Castilla y León,Zamora,Abstención,50094,0
Castilla y León,Zamora,Votos en blanco,1131,0
Castilla y León,Zamora,Votos nulos,1171,0
Castilla y León,Zamora,PSOE,48712,1
Castilla y León,Zamora,PP,54821,2
Castilla y León,Zamora,IU,5111,0
Castilla y León,Zamora,CDS,14791,0
Castilla y León,Zamora,RUIZ-MATEOS,1003,0
Castilla y León,Zamora,LV-LV,633,0
Castilla y León,Zamora,LVE,526,0
Castilla y León,Zamora,PTE-UC,288,0
Castilla y León,Zamora,PST,462,0
Castilla y León,Zamora,PCPE,171,0
Castilla y León,Zamora,AR,209,0
Castilla y León,Zamora,PREPAL,553,0
Cataluña,Barcelona,Abstención,1160982,0
Cataluña,Barcelona,Votos en blanco,14241,0
Cataluña,Barcelona,Votos nulos,13323,0
Cataluña,Barcelona,PSOE,903546,14
Cataluña,Barcelona,PP,257021,3
Cataluña,Barcelona,IU,200050,3
Cataluña,Barcelona,CDS,110681,1
Cataluña,Barcelona,CIU,741682,11
Cataluña,Barcelona,RUIZ-MATEOS,29187,0
Cataluña,Barcelona,LV-LV,18089,0
Cataluña,Barcelona,LVE,19573,0
Cataluña,Barcelona,PTE-UC,10782,0
Cataluña,Barcelona,ERC,60642,0
Cataluña,Barcelona,PST,9270,0
Cataluña,Barcelona,PCPE,27746,0
Cataluña,Barcelona,AV-MEC,18518,0
Cataluña,Barcelona,FE-JONS,2087,0
Cataluña,Barcelona,VERDE,8110,0
Cataluña,Barcelona,CSD,4996,0
Cataluña,Barcelona,PH,2223,0
Cataluña,Barcelona,AR,1127,0
Cataluña,Barcelona,PORE,2276,0
Cataluña,Barcelona,PED,1200,0
Cataluña,Barcelona,ENV-URV,596,0
Cataluña,Girona,Abstención,126271,0
Cataluña,Girona,Votos en blanco,1986,0
Cataluña,Girona,Votos nulos,1654,0
Cataluña,Girona,PSOE,74469,2
Cataluña,Girona,PP,20468,0
Cataluña,Girona,IU,10089,0
Cataluña,Girona,CDS,7726,0
Cataluña,Girona,CIU,120849,3
Cataluña,Girona,RUIZ-MATEOS,3197,0
Cataluña,Girona,LVE,2097,0
Cataluña,Girona,PTE-UC,740,0
Cataluña,Girona,ERC,8806,0
Cataluña,Girona,PST,1401,0
Cataluña,Girona,PCPE,1261,0
Cataluña,Girona,AV-MEC,3188,0
Cataluña,Girona,FE-JONS,197,0
Cataluña,Girona,CSD,418,0
Cataluña,Girona,PH,140,0
Cataluña,Girona,AR,227,0
Cataluña,Girona,PORE,258,0
Cataluña,Girona,PED,154,0
Cataluña,Girona,ENV-URV,86,0
Cataluña,Lleida,Abstención,98311,0
Cataluña,Lleida,Votos en blanco,1341,0
Cataluña,Lleida,Votos nulos,1113,0
Cataluña,Lleida,PSOE,52504,2
Cataluña,Lleida,PP,22713,0
Cataluña,Lleida,IU,6835,0
Cataluña,Lleida,CDS,7282,0
Cataluña,Lleida,CIU,76602,2
Cataluña,Lleida,RUIZ-MATEOS,2154,0
Cataluña,Lleida,LVE,1186,0
Cataluña,Lleida,PTE-UC,480,0
Cataluña,Lleida,ERC,6715,0
Cataluña,Lleida,PST,674,0
Cataluña,Lleida,PCPE,919,0
Cataluña,Lleida,AV-MEC,2216,0
Cataluña,Lleida,VERDE,723,0
Cataluña,Lleida,CSD,418,0
Cataluña,Lleida,PH,158,0
Cataluña,Lleida,AR,120,0
Cataluña,Lleida,PORE,170,0
Cataluña,Lleida,PED,153,0
Cataluña,Lleida,ENV-URV,81,0
Cataluña,Tarragona,Abstención,135541,0
Cataluña,Tarragona,Votos en blanco,1684,0
Cataluña,Tarragona,Votos nulos,1570,0
Cataluña,Tarragona,PSOE,93456,2
Cataluña,Tarragona,PP,35813,1
Cataluña,Tarragona,IU,14478,0
Cataluña,Tarragona,CDS,10829,0
Cataluña,Tarragona,CIU,93110,2
Cataluña,Tarragona,RUIZ-MATEOS,3404,0
Cataluña,Tarragona,LV-LV,1355,0
Cataluña,Tarragona,LVE,1550,0
Cataluña,Tarragona,PTE-UC,1135,0
Cataluña,Tarragona,ERC,8593,0
Cataluña,Tarragona,PST,977,0
Cataluña,Tarragona,PCPE,2040,0
Cataluña,Tarragona,AV-MEC,2056,0
Cataluña,Tarragona,FE-JONS,222,0
Cataluña,Tarragona,VERDE,1221,0
Cataluña,Tarragona,CSD,603,0
Cataluña,Tarragona,PH,132,0
Cataluña,Tarragona,AR,145,0
Cataluña,Tarragona,PORE,318,0
Cataluña,Tarragona,PED,155,0
Cataluña,Tarragona,ENV-URV,127,0
Extremadura,Badajoz,Abstención,117765,0
Extremadura,Badajoz,Votos en blanco,1799,0
Extremadura,Badajoz,Votos nulos,2347,0
Extremadura,Badajoz,PSOE,204473,4
Extremadura,Badajoz,PP,87831,2
Extremadura,Badajoz,IU,29940,0
Extremadura,Badajoz,CDS,37215,0
Extremadura,Badajoz,RUIZ-MATEOS,2501,0
Extremadura,Badajoz,LVE,1220,0
Extremadura,Badajoz,PTE-UC,906,0
Extremadura,Badajoz,PST,744,0
Extremadura,Badajoz,PCPE,1162,0
Extremadura,Badajoz,FE-JONS,541,0
Extremadura,Badajoz,VERDE,1211,0
Extremadura,Badajoz,PH,188,0
Extremadura,Badajoz,AR,155,0
Extremadura,Badajoz,EX.U.,3406,0
Extremadura,Cáceres,Abstención,82113,0
Extremadura,Cáceres,Votos en blanco,1086,0
Extremadura,Cáceres,Votos nulos,2117,0
